datetime,iteration,island,cvMseMean,cvMseStd,cvSmapeMean,cvSmapeStd,holdoutRmse,holdoutSmape,holdoutMape,holdoutMse,holdoutIoa,full_parameters
1552591309,1,1,111.78397613916977,36.585673518764416,6.280558500344938,0.8993888147304997,12.297106563545293,8.132747622439375,1.981706775861086,151.21882983518873,0.720650529830623,"[28.90645879007596, 522.7390933094251, 1.799319639258501, 125.82333301904059, 152.3122405200391, 131.54109606924175, 0.1250715356754744, 0.19636410923396694, 0.09189576231855565, 0.167797028218817, 0.07373897331998745, 0.24190714815542463, 0.3120940168747172, 0.3285738323193626, 0.19307433006025237, 0.5867267095925661, 0.529433938483459, 0.993881031913985, 0.317744359475961, 0.04131947123397128, 0.3412134773144977]"
1552591780,1,1,108.63207112243288,41.796516072816935,6.338423126041455,1.0031175990668075,10.726758673944653,7.5249713895134915,1.8366046418066517,115.06335164904687,0.7269935574563435,"[20.264257146520418, 476.4946210556406, 0.002155500103274477, 92.6690225818891, 308.91981885610664, 193.91876169842587, 0.21581890220874395, 0.15963272330718511, 0.15831170173562606, 0.1045767931815172, 0.10556627087718762, 0.22485895808897008, 0.01098377459955854, 0.36936252278407794, 0.1445862563225128, 0.10354523212602851, 0.6851956253553116, 0.9748298225719666, 0.9288429063842525, 0.40858263269949846, 0.4592183854735218]"
1552591822,3,4,112.52167666002921,35.356234364085,6.313779836462418,0.8842019336964863,13.787544418589919,9.017767134652177,2.1194960828544693,190.09638109459004,0.7026958824243779,"[12.236126289387123, 597.791826759794, 3.5672374611235154, 286.5822940702642, 464.02088587543295, 258.75465725098246, 0.13119785936797212, 0.06975995084235175, 0.1074518051974774, 0.1338950052833602, 0.06810296332462087, 0.013022795136654972, 0.4598470365737355, 0.4952445966254044, 0.0462526682998951, 0.042545000586257764, 0.7507303395272488, 0.6367797407296999, 0.9693256231731043, 0.5249566615912854, 0.9627599634292632]"
1552591878,1,7,110.50831026534695,46.63378220097949,6.359770779707427,1.0326055180395917,10.798903397746004,7.605630887795797,2.001304067620997,116.61631459385018,0.7382240177862909,"[26.43482959187333, 528.7382198378995, 0.20046644088510757, 255.1457975952384, 403.7445909760501, 416.44350220409825, 0.0633245381071995, 0.16151320990518406, 0.1957250648042721, 0.16839566956563146, 0.19436751460051857, 0.03745093362011122, 0.23012215727238614, 0.40667208953367273, 0.9207122685154461, 0.19184907084417324, 0.47784346633634023, 0.4834667939758496, 0.656936406358916, 0.7989689691363514, 0.7341041832824222]"
1552592056,2,7,108.71712435331033,39.08401108139029,6.175625026920777,0.8508016985028205,11.653781280139128,7.977593384726244,2.192738998771596,135.81061812532118,0.711397604311766,"[22.412416198600347, 518.4286825175391, 2.8624576111292517, 89.69486185416903, 435.8861077661644, 221.39516682917346, 0.15958999825339695, 0.23319599122326182, 0.12457569719907535, 0.16907619447910405, 0.1883691102970917, 0.09962827482768224, 0.304473544877428, 0.0534294101205638, 0.11398174535181217, 0.891879382306543, 0.5050086076156078, 0.5787050493873869, 0.2941556355862446, 0.5458286701078165, 0.9229486239783918]"
1552592083,1,10,123.73229659174277,39.503542895375844,6.530866519373984,0.9524542825306569,12.769545162462787,8.251448069837675,1.9331035611187461,163.06128365617678,0.728794641485949,"[18.91759721229831, 475.6706426346873, 3.6847095026330394, 325.43047160438624, 345.9131434014273, 209.14760115068563, 0.2076806468414169, 0.16199599841305545, 0.13749656534874743, 0.1740007692182535, 0.035304687837090495, 0.19665287559298894, 0.2604808237857986, 0.11771070011143447, 0.689785341153713, 0.2785802315378957, 0.9485390168859051, 0.3926667439566811, 0.6573737975216655, 0.9477807392045251, 0.09573149737160014]"
1552592226,3,7,106.43735477812781,39.35079218912659,6.185953435756152,0.9437614967882263,11.222639156673669,7.707871302526625,1.874014555063697,125.94762964090506,0.7487863393407843,"[23.16248285498487, 384.34176428620367, 0.5113494093120101, 448.74256420687334, 377.8328762160912, 154.95238526486193, 0.07651213010116259, 0.13826618317925485, 0.22211186483057688, 0.2210186363500994, 0.07673921840844705, 0.127844176509794, 0.9098982774113661, 0.2785415057428767, 0.8806506715864759, 0.8159069234197176, 0.0987849724514328, 0.13412366362910466, 0.4155604842539823, 0.3188016134344325, 0.9630918109122123]"
1552592288,2,10,116.90851151838737,38.61976639563492,6.3741581051362814,1.0673386887277154,13.310454180799917,8.465247188383241,2.002400582761636,177.168190499174,0.7328396382922087,"[21.94892409958956, 559.1593009082723, 1.5258816672286777, 329.2146552254896, 508.08539441147815, 156.35147402255248, 0.23840480246033685, 0.15454431168627564, 0.19622674948884214, 0.2201836936402797, 0.1516480450520278, 0.05363603571050806, 0.3383193988436822, 0.6644620484961463, 0.9170377407768652, 0.794079034653242, 0.4256063656232807, 0.36231319663525474, 0.36016314018205886, 0.21328793865232265, 0.05352060141357118]"
1552592440,4,7,121.42799511158157,39.605411588622886,6.545529370672503,1.062087432847478,13.438558116310253,9.174091610013923,1.7782122061950856,180.59484424544814,0.7172995834440654,"[21.5227063669035, 587.6375392292958, 2.4773271774543453, 370.00640193067784, 407.2992468395664, 388.96531786481154, 0.07161267492877146, 0.13283282284698741, 0.1084716883737225, 0.12501694184788062, 0.05950514696825129, 0.035309963901982835, 0.3160401976376971, 0.060362972557862105, 0.7345982361984004, 0.3115654464808888, 0.7923245405324524, 0.9607053314608195, 0.866291857517787, 0.24161060827895553, 0.586598008594099]"
1552592443,4,4,126.70363976415169,42.990040546531574,6.6494279771307045,1.0887759896776241,15.439939669821484,9.343946861251622,2.0996392311615644,238.3917370077272,0.6410584833572566,"[9.756703302414017, 504.2752561860449, 1.6933306339834417, 127.44585051566105, 464.18583819908315, 283.9043103977252, 0.03226666337878355, 0.03642266775267047, 0.0411854375432077, 0.08517348431754498, 0.01622736007512015, 0.03839485820161865, 0.4772106051156327, 0.3038914023396923, 0.7112491041208361, 0.15211682152694106, 0.9082204708060709, 0.1443177324524083, 0.45027731445457087, 0.2166659454061387, 0.7765009270659662]"
