station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
BEMN085	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN085	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Atomic absorption spectrometry (AAS)	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN093	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN093	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN093	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN093	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Atomic absorption spectrometry (AAS)	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN100	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN100	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN100	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN100	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Atomic absorption spectrometry (AAS)	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN132	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN132	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN132	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMN132	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Atomic absorption spectrometry (AAS)	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMNM01	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMNM01	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMNM01	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMNM01	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Atomic absorption spectrometry (AAS)	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMOL01	12	Pb	Lead (aerosol)	yes	100	µg/m3	1980-05-01	2004-01-13		100	1980-05-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1980-05-01	2004-01-13		100	1980-05-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	15	Ni	Nickel (aerosol)	yes	100	ng/m3	1985-04-01	2004-01-13		100	1985-04-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	18	As	Arsenic (aerosol)	yes	100	ng/m3	1980-05-01	2004-01-13		100	1980-05-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	1980-05-01	2004-01-13	2004-12-31	100	1980-05-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	1980-05-01	2004-01-13	2004-12-31	100	1980-05-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	1985-04-01	2004-01-13	2004-12-31	100	1985-04-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	1980-05-01	2004-01-13	2004-12-31	100	1980-05-01	2004-01-13	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOL01	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2004-01-01	2009-01-06	2008-12-31	100	2004-01-01	2009-01-06	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOL01	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2009-01-06	2008-12-31	100	2004-01-01	2009-01-06	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOL01	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2009-01-06	2008-12-31	100	2004-01-01	2009-01-06	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOL01	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2009-01-06	2008-12-31	100	2004-01-01	2009-01-06	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOP02	12	Pb	Lead (aerosol)	yes	100	µg/m3	1998-01-01	2007-12-31		100	1998-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1998-01-01	2007-12-31		100	1998-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	15	Ni	Nickel (aerosol)	yes	100	ng/m3	1998-01-01	2007-12-31		100	1998-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	18	As	Arsenic (aerosol)	yes	100	ng/m3	2000-01-01	2007-12-31		100	2000-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	1998-01-01	2007-12-31	2004-12-31	100	1998-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	1998-01-01	2007-12-31	2004-12-31	100	1998-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	1998-01-01	2007-12-31	2004-12-31	100	1998-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	2000-01-01	2007-12-31	2004-12-31	100	2000-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMOP02	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2004-01-01		2007-12-31	100	2004-01-01		no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOP02	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2007-12-31	2007-12-31	100	2004-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOP02	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2007-12-31	2007-12-31	100	2004-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMOP02	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2007-12-31	2007-12-31	100	2004-01-01	2007-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR221	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2008-01-01	2011-12-31	2012-12-31	100	2008-01-01	2011-12-31	no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMR221	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMR221	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Inductive coupled plasma atomic emission spectrometry (ICP-A	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMR221	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Atomic absorption spectrometry (AAS)	THERMO ICP IRIS Intrepid II	7		2	2		0			day		
BEMR750	12	Pb	Lead (aerosol)	yes	100	µg/m3	2002-01-01	2002-05-31		100	2002-01-01	2002-05-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1990-01-01	2005-12-31		100	1990-01-01	2005-12-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2002-01-01	2002-05-31		100	2002-01-01	2002-05-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	18	As	Arsenic (aerosol)	yes	100	ng/m3	2002-01-01	2002-05-31		100	2002-01-01	2002-05-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	2002-01-01	2002-05-31	2005-12-31	100	2002-01-01	2002-05-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	1990-01-01	2005-12-31	2005-12-31	100	1990-01-01	2005-12-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	2002-01-01	2002-05-31	2005-12-31	100	2002-01-01	2002-05-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	2002-01-01	2002-05-31	2005-12-31	100	2002-01-01	2002-05-31	no	X-ray fluorescence spectroscopy (XRF)	LEC02	1	month	2	0		0		1	day	calibration filter	
BEMR750	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2002-04-01		2012-12-31	100	2002-04-01		no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR750	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2002-04-01		2012-12-31	100	2002-04-01		no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR750	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2002-04-01		2012-12-31	100	2002-04-01		no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR750	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2002-04-01		2012-12-31	100	2002-04-01		no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR801	12	Pb	Lead (aerosol)	yes	100	µg/m3	2000-01-01	2003-03-31		100	2000-01-01	2003-03-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR801	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2000-01-01	2003-03-31		100	2000-01-01	2003-03-31	no	Atomic absorption spectrometry (AAS)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMR801	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2000-01-01	2003-03-31		100	2000-01-01	2003-03-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR801	18	As	Arsenic (aerosol)	yes	100	ng/m3	2000-01-01	2003-03-31		100	2000-01-01	2003-03-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR801	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	2000-01-01	2003-03-31	2005-12-31	100	2000-01-01	2003-03-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR801	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	2000-01-01	2003-03-31	2005-12-31	100	2000-01-01	2003-03-31	no	Atomic absorption spectrometry (AAS)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMR801	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	2000-01-01	2003-03-31	2005-12-31	100	2000-01-01	2003-03-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR801	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	2000-01-01	2003-03-31	2005-12-31	100	2000-01-01	2003-03-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR801	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2002-09-01	2011-12-31	2011-12-31	100	2002-09-01	2011-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR801	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2002-09-01	2011-12-31	2011-12-31	100	2002-09-01	2011-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR801	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2002-09-01	2011-12-31	2011-12-31	100	2002-09-01	2011-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR801	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2002-09-01	2011-12-31	2011-12-31	100	2002-09-01	2011-12-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMR802	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		no	UNKNOWN	UNKNOWN			0	0		0					
BEMR802	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2005-01-01		2012-12-31	100	2005-01-01		no	UNKNOWN	UNKNOWN			0	0		0					
BEMR802	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2005-01-01		2012-12-31	100	2005-01-01		no	UNKNOWN	UNKNOWN			0	0		0					
BEMR802	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2005-01-01		2012-12-31	100	2005-01-01		no	UNKNOWN	UNKNOWN			0	0		0					
BEMR822	12	Pb	Lead (aerosol)	yes	100	µg/m3	1999-01-01	2003-12-31		100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1999-01-01	2003-12-31		100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	15	Ni	Nickel (aerosol)	yes	100	ng/m3	1999-01-01	2003-12-31		100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	18	As	Arsenic (aerosol)	yes	100	ng/m3	1999-01-01	2003-12-31		100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	1999-01-01	2003-12-31	2005-12-31	100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	1999-01-01	2003-12-31	2005-12-31	100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	1999-01-01	2003-12-31	2005-12-31	100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMR822	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	1999-01-01	2003-12-31	2005-12-31	100	1999-01-01	2003-12-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMTV01	13	Hg	Mercury (aerosol)	yes	100	ng/m3	2000-01-01	2010-03-02	2010-03-31	100	2000-01-01	2010-03-02	no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEMWZ01	12	Pb	Lead (aerosol)	yes	100	µg/m3	1995-01-01	2004-01-31		100	1995-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1995-01-01	2004-01-31		100	1995-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	15	Ni	Nickel (aerosol)	yes	100	ng/m3	1995-01-01	2004-01-31		100	1995-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	18	As	Arsenic (aerosol)	yes	100	ng/m3	1999-01-01	2004-01-31		100	1999-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	1995-01-01	2004-01-31	2005-12-31	100	1995-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	1995-01-01	2004-01-31	2005-12-31	100	1995-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	1995-01-01	2004-01-31	2005-12-31	100	1995-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	1999-01-01	2004-01-31	2005-12-31	100	1999-01-01	2004-01-31	no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ01	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2004-01-01	2009-01-05	2008-12-31	100	2004-01-01	2009-01-05	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMWZ01	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2009-01-05	2008-12-31	100	2004-01-01	2009-01-05	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMWZ01	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2009-01-05	2008-12-31	100	2004-01-01	2009-01-05	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMWZ01	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2004-01-01	2009-01-05	2008-12-31	100	2004-01-01	2009-01-05	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
BEMWZ02	12	Pb	Lead (aerosol)	yes	100	µg/m3	1995-01-01			100	1995-01-01		no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ02	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1995-01-01			100	1995-01-01		no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ02	15	Ni	Nickel (aerosol)	yes	100	ng/m3	1995-01-01			100	1995-01-01		no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ02	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	1995-01-01		1998-12-31	100	1995-01-01		no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ02	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	1995-01-01		1998-12-31	100	1995-01-01		no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMWZ02	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	1995-01-01		1998-12-31	100	1995-01-01		no	X-ray fluorescence spectroscopy (XRF)	PHILIPS PW2400	1	month	2	0		0		1	day	calibration filter	
BEMZU01	5012	Pb in PM10	Lead in PM10 (aerosol)	no	100	µg/m3	2012-10-05		2012-12-31	100	2012-10-05		no	UNKNOWN	UNKNOWN			0	0		0					
BEMZU01	5014	Cd in PM10	Cadmium in PM10 (aerosol)	no	100	ng/m3	2012-10-05		2012-12-31	100	2012-10-05		no	UNKNOWN	UNKNOWN			0	0		0					
BEMZU01	5015	Ni in PM10	Nickel in PM10 (aerosol)	no	100	ng/m3	2012-10-05		2012-12-31	100	2012-10-05		no	UNKNOWN	UNKNOWN			0	0		0					
BEMZU01	5018	As in PM10	Arsenic in PM10 (aerosol)	no	100	ng/m3	2012-10-05		2012-12-31	100	2012-10-05		no	UNKNOWN	UNKNOWN			0	0		0					
BEMAND2	12	Pb	Lead (aerosol)	yes	100	µg/m3	1999-01-01	2003-06-30		100	1999-01-01	2003-06-30	no	Atomic absorption spectrometry (AAS)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND2	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	1999-01-01	2003-06-30	2003-12-31	100	1999-01-01	2003-06-30	no	Atomic absorption spectrometry (AAS)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	12	Pb	Lead (aerosol)	yes	100	µg/m3	2001-01-01		2012-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2001-01-01		2012-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2001-01-01		2012-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	18	As	Arsenic (aerosol)	yes	100	ng/m3	2001-01-01		2012-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	3012	Pb in TSP	Lead in TSP (aerosol)	no	100	µg/m3	2001-01-01		2010-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	3014	Cd in TSP	Cadmium in TSP (aerosol)	no	100	ng/m3	2001-01-01		2010-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	3015	Ni in TSP	Nickel in TSP (aerosol)	no	100	ng/m3	2001-01-01		2010-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND3	3018	As in TSP	Arsenic in TSP (aerosol)	no	100	ng/m3	2001-01-01		2010-12-31	100	2001-01-01		no	X-ray fluorescence spectroscopy (XRF)	UNKNOWN	1	month	2	0		0		1	day	calibration filter	
BEMAND4	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-06-01	2006-01-31		100	2004-06-01	2006-01-31	no	X-ray fluorescence spectroscopy (XRF)	XRF MVS			0	0		0					
