station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
BETR012	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1976-01-01		2012-12-31	100	1976-01-01		yes	Chemiluminescence	Thermo model 42i NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR012	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1976-01-01		2012-12-31	100	1976-01-01		yes	Chemiluminescence	Thermo model 42i NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR012	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1976-01-01		2012-12-31	100	1976-01-01		yes	Chemiluminescence	Thermo model 42i NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR012	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2006-03-01		2012-12-31	100	2006-03-01		yes	Tapered Element Oscillating Microbalance (TEOM)	TEOM 1400AB with FDMS module (8500)	30		3	2		0			minute		
BETWOL1	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1994-03-01		2012-12-31	100	1994-03-01		yes	UV fluorescence	Thermo model 43c SO2 analyser	30	day	2	2		0		1	minute	permuation tube	
BETWOL1	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2001-01-01		2012-12-31	100	2001-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	TEOM 1400AB with FDMS module (8500)	30		3	2		1	minute		minute		
BETWOL1	7	O3	Ozone (air)	yes	100	µg/m3	1994-03-01		2012-12-31	100	1994-03-01		yes	Ultraviolet (UV) photometry	Environnement S.A. Model O331M UV Ozone Analyzer	30	day	2	2		0		1	minute	uv lamp (ozone generator)	
BETWOL1	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1994-03-01		2012-12-31	100	1994-03-01		yes	Chemiluminescence	Thermo model 42i NO/Nox analyser	30	day	2	2		0		1	minute	compressed gases	
BETWOL1	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1994-03-01		2012-12-31	100	1994-03-01		yes	Chemiluminescence	Thermo model 42i NO/Nox analyser	30	day	2	2		0		1	minute	compressed gases	
BETWOL1	10	CO	Carbon monoxide (air)	yes	100	mg/m3	1994-01-01		2012-12-31	100	1994-01-01		yes	Non-dispersive infrared spectroscopy (NDIR)	Environnement S.A. Model CO11M CO Analyzer	30	day	2	2		0		1	minute	compressed gases	
BETWOL1	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1994-03-01		2012-12-31	100	1994-03-01		yes	Chemiluminescence	Thermo model 42i NO/Nox analyser	30	day	2	2		0		1	minute	compressed gases	
BETWOL2	20	C6H6	Benzene (air)	yes	100	µg/m3	1999-01-01		2012-12-31	100	1999-01-01		yes	flame photometry	Airmotec BTX-1000	30	day	3	3		0		1	minute		
BETWOL2	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	1999-10-01		2012-12-31	100	1999-10-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETWOL2	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	1999-10-01		2012-12-31	100	1999-10-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETWOL2	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	1999-10-01		2012-12-31	100	1999-10-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETWOL2	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	1999-10-01		2012-12-31	100	1999-10-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETM802	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	2		0		1	minute	permuation tube	
BETM802	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	TEOM 1400	30	day	2	2		0		1	minute		
BETM802	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETM802	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute		
BETM802	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute		
BETN015	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01	2004-02-02	2004-12-31	100	1978-10-01	2004-02-02	yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETN015	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1986-05-01	2008-06-22	2008-12-31	100	1986-05-01	2008-06-22	yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN015	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1995-02-01	2008-06-22	2008-12-31	100	1995-02-01	2008-06-22	yes	Chemiluminescence	Thermo model 42c NO/Nox analyser			0	0		0					
BETN015	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1986-05-01	2008-06-22	2008-12-31	100	1986-05-01	2008-06-22	yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN016	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1991-01-01		2012-12-31	100	1991-01-01		yes	UV fluorescence	Thermo model 43a SO2 analyser	30	day	3	3		0		1	minute	permuation tube	
BETN016	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETN016	7	O3	Ozone (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN016	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN016	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN016	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN025	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1992-02-01	1998-05-31	1998-12-31	100	1992-02-01	1998-05-31	yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETN026	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1991-08-01	1998-04-30	1998-12-31	100	1991-08-01	1998-04-30	yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETN027	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-02-01	2009-12-31	2009-12-31	100	1978-02-01	2009-12-31	yes	UV fluorescence	Thermo model 43a SO2 analyser	30	day	3	3		0		1	minute	permuation tube	
BETN027	7	O3	Ozone (air)	yes	100	µg/m3	2008-07-01		2012-12-31	100	2008-07-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN027	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-07-01		2012-12-31	100	2008-07-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN027	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-07-01		2012-12-31	100	2008-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN027	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2008-07-01		2012-12-31	100	2008-07-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETN035	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1991-01-01		2012-12-31	100	1991-01-01		yes	UV fluorescence	Thermo model 43a SO2 analyser	30	day	3	3		0		1	minute	permuation tube	
BETN035	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETN035	7	O3	Ozone (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN035	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN035	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN035	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN040	7	O3	Ozone (air)	yes	100	µg/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN040	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Chemiluminescence	Environnement S.A. Model AC30M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN040	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer			0	0		0					
BETN040	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1996-01-01		2012-12-31	100	1996-01-01		yes	Chemiluminescence	Environnement S.A. Model AC30M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN041	7	O3	Ozone (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	200	3		0		1	minute	uv lamp (ozone generator)	
BETN045	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1991-01-01		2012-12-31	100	1991-01-01		yes	UV fluorescence	Thermo model 43a SO2 analyser	30	day	3	3		0		1	minute	permuation tube	
BETN045	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2000-01-01		2012-12-31	100	2000-01-01		yes	Beta ray attenuation	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETN045	7	O3	Ozone (air)	yes	100	µg/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN045	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN045	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN045	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2002-01-01	2010-03-10	2010-12-31	100	2002-01-01	2010-03-10	yes	Non-dispersive infrared spectroscopy (NDIR)	Environnement S.A. Model CO10M CO Analyzer	30	day	3	3		1	minute	1	minute	compressed gases	
BETN045	20	C6H6	Benzene (air)	yes	100	µg/m3	2002-01-01		2012-12-31	100	2002-01-01		yes	Gas chromatography with photo ionization detector	Airmotec	30	day	0	0		0		1	minute		
BETN045	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETN045	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN045	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETN045	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETN045	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETN045	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	2	2		0		1	minute		
BETN046	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-02-01	2004-02-03	2004-12-31	100	1978-02-01	2004-02-03	yes	UV fluorescence	Thermo model 43a SO2 analyser	30	day	3	3		0		1	minute	permuation tube	
BETN046	7	O3	Ozone (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN046	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN046	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer			0	0		0					
BETN046	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN054	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1991-01-01	2008-12-31	2008-12-31	100	1991-01-01	2008-12-31	yes	UV fluorescence	Thermo model 43a SO2 analyser	30	day	3	3		0		1	minute	permuation tube	
BETN054	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETN054	7	O3	Ozone (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETN054	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN054	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETN054	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETR010	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1977-07-01	2004-01-22	2004-12-31	100	1977-07-01	2004-01-22	yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR010	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1977-07-01		2012-12-31	100	1977-07-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR010	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1977-07-01		2012-12-31	100	1977-07-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser			0	0		0					
BETR010	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2012-12-31	100	2009-01-01		yes	Non-dispersive infrared spectroscopy (NDIR)	Environnement S.A. Model CO10M CO Analyzer	30	day	3	3		1	minute	1	minute	compressed gases	
BETR010	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1977-07-01		2012-12-31	100	1977-07-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR020	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1977-06-01		2012-12-31	100	1977-06-01		yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR020	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Beta ray attenuation	Thermo Andersen ESM FH 62 I-R	30		3	2		0			minute		
BETR020	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1977-06-01		2012-12-31	100	1977-06-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR020	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1977-06-01		2012-12-31	100	1977-06-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR020	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2002-01-01		2012-12-31	100	2002-01-01		yes	Non-dispersive infrared spectroscopy (NDIR)	Environnement S.A. Model CO10M CO Analyzer	30	day	3	3		1	minute	1	minute	compressed gases	
BETR020	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1977-06-01		2012-12-31	100	1977-06-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR801	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR801	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Beta ray attenuation	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETR801	7	O3	Ozone (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETR801	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR801	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR801	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2002-01-01		2012-12-31	100	2002-01-01		yes	Non-dispersive infrared spectroscopy (NDIR)	Environnement S.A. Model CO10M CO Analyzer	30	day	3	3		1	minute	1	minute	compressed gases	
BETR801	20	C6H6	Benzene (air)	yes	100	µg/m3	2000-01-01		2012-12-31	100	2000-01-01		yes	Gas chromatography with photo ionization detector	Airmotec	1		0	0		0			day		
BETR801	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2003-03-01		2012-12-31	100	2003-03-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETR801	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR801	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2003-03-01		2012-12-31	100	2003-03-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETR801	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2003-03-01		2012-12-31	100	2003-03-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETR801	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2003-03-01		2012-12-31	100	2003-03-01		yes	automated sampling and on line analysis, cryogenic sample pr	UNKNOWN	30		3	3		0			minute		
BETR801	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	2	2		0		1	minute		
BETR802	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-05-11		2012-12-31	100	2009-05-11		yes	Tapered Element Oscillating Microbalance (TEOM)	TEOM 1400AB with FDMS module (8500)	30	day	3	2		0		1	minute		
BETR802	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2011-03-30		2012-12-31	100	2011-03-30		yes	UNKNOWN	UNKNOWN	30		3	3		0			minute		
BETR802	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2011-03-30		2012-12-31	100	2011-01-01		yes	UNKNOWN	UNKNOWN	30		3	3		0			minute		
BETR802	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2011-03-30		2012-12-31	100	2011-03-30		yes	UNKNOWN	UNKNOWN	30		3	3		0			minute		
BETR802	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-05-11		2012-12-31	100	2009-05-11		yes	Tapered Element Oscillating Microbalance (TEOM)	TEOM 1400AB with FDMS module (8500)	30	day	2	2		0		1	minute		
BETR811	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01	2008-12-31	2008-12-31	100	1978-10-01	2008-12-31	yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR811	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETR811	7	O3	Ozone (air)	yes	100	µg/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Ultraviolet (UV) photometry	Teledyne API 400E UV photometric O3 analyser	30	day	3	3		0		1	minute	uv lamp (ozone generator)	
BETR811	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR811	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR811	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2003-01-01		2012-12-31	100	2003-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR815	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR815	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2012-12-31	100	2004-01-01		yes	Tapered Element Oscillating Microbalance (TEOM)	Thermo Andersen ESM FH 62 I-R	30	day	3	2		0		1	minute		
BETR815	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETR815	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETR815	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01		2012-12-31	100	2005-01-01		yes	Chemiluminescence	Environnement S.A. Model AC32M NO2 Analyzer	30	day	3	3		0		1	minute	compressed gases	
BETR820	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR820	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2012-11-27		2012-12-31	100	2012-11-27		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30		3	3		0			minute		
BETR820	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2012-11-27		2012-12-31	100	2012-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30		3	3		0			minute		
BETR820	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2012-11-27		2012-12-31	100	2012-11-27		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30		3	3		0			minute		
BETR821	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1978-10-01		2012-12-31	100	1978-10-01		yes	UV fluorescence	Environnement S.A. Model AF21M SO2 Analyzer	30	day	3	3		0		1	minute	permuation tube	
BETR821	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1998-01-01		2012-12-31	100	1998-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser	30	day	3	3		0		1	minute	compressed gases	
BETR821	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	1998-01-01		2012-12-31	100	1998-01-01		yes	Chemiluminescence	Thermo model 42c NO/Nox analyser			0	0		0					
