station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
BEMHB25	00HB25	BE	Belgium	00HB25 - HOBOKEN	2008-04-11	2008-07-16	Industrial		suburban			4.355208	51.161774	20	HOBOKEN				no
BEMHB26	00HB26	BE	Belgium	00HB26 - KRUIBEKE	2008-04-11	2008-11-30	Industrial		suburban			4.309964	51.163578	2	KRUIBEKE				no
BEMHR01	00HR01	BE	Belgium	00HR01 - HERNE	1998-09-10	2004-01-13	Background		rural			4.014981	50.726440	40	HERNE				no
BEMKK01	00KK01	BE	Belgium	00KK01 - KOKSIJDE	2005-01-31		Background		rural			2.657322	51.121445	6	KOKSIJDE				no
BEMKK02	00KK02	BE	Belgium	00KK02 - KOKSIJDE	2005-01-31		Background		rural			2.657322	51.121445	6	KOKSIJDE				no
BEMKN02	00KN02	BE	Belgium	00KN02 - KNOKKE	2002-09-12		Background		rural		Wide street: L/H > 1.5	3.344217	51.360806	6	KNOKKE-HEIST				no
BEMM522	00M522	BE	Belgium	00M522 - MONS	2008-01-01		Traffic		urban		Wide street: L/H > 1.5	3.937750	50.465618	56	MONS				no
BEMML01	00ML01	BE	Belgium	00ML01 - MECHELEN	2004-02-01	2007-09-11	Traffic		urban		Wide street: L/H > 1.5	4.461097	51.016525	12	MECHELEN				no
BEMN029	00N029	BE	Belgium	00N029 - HOUTEM	2008-01-01		Background		rural			2.581105	51.016811	2	VEURNE				no
BEMN045	00N045	BE	Belgium	00N045 - HASSELT	2002-04-09	2007-09-11	Traffic		suburban		Wide street: L/H > 1.5	5.367084	50.940262	20	HASSELT				no
BEMN060	00N060	BE	Belgium	00N060 - HAVINNES	2011-03-28		Background		rural	near city		3.457631	50.616711	28	TOURNAI				no
BEMN063	00N063	BE	Belgium	00N063 - CORROY-L-GD	2008-01-01		Background		rural			4.667017	50.655992	145	CORROY LE GRAND				no
BEMN085	00N085	BE	Belgium	00N085 - VIELSALM	2008-01-01		Background		rural			6.000420	50.303761	490	VIELSALM				no
BEMN093	00N093	BE	Belgium	00N093 - SINSIN	2008-01-01		Background		rural			5.233886	50.275047	265	SOMME-LEUZE				no
BEMN100	00N100	BE	Belgium	00N100 - DOURBES	2008-01-01		Background		rural			4.593503	50.096249	225	VIROINVAL				no
BEMN132	00N132	BE	Belgium	00N132 - HABAY-L-N	2008-01-01		Background		rural			5.628981	49.719578	375	HABAY LA NEUVE				no
BEMNM01	00NM01	BE	Belgium	00NM01 - NAMUR	2008-01-01		Traffic		urban		Wide street: L/H > 1.5	4.871136	50.463757	85	NAMUR				no
BEMOL01	00OL01	BE	Belgium	00OL01 - OLEN	1975-01-01		Industrial		suburban			4.897950	51.190750	15	GEEL				no
BEMOP02	00OP02	BE	Belgium	00OP02 - OVERPELT	1998-01-01		Background		rural			5.396677	51.233318	16	OVERPELT				no
BEMR221	00R221	BE	Belgium	00R221 - LIEGE	2008-01-01		Background		urban			5.626536	50.659004	65	HERSTAL				no
BEMR750	00R750	BE	Belgium	00R750 - ZELZATE	2002-04-02		Industrial		suburban			3.821664	51.196594	6	ZELZATE				no
BEMR801	00R801	BE	Belgium	00R801 - BORGERHOUT	2000-09-08		Traffic		urban		Wide street: L/H > 1.5	4.430547	51.210197	5	ANTWERPEN				no
BEMR802	00R802	BE	Belgium	00R802 - BORGERHOUT	2000-09-01		Traffic		urban		Unknown	4.433091	51.210480	6	ANTWERPEN		11002	Antwerpen / Anvers	no
BEMR822	00R822	BE	Belgium	00R822 - ANTWERPEN	1999-02-15	2005-07-08	Industrial		urban			4.340008	51.264820	6	ANTWERPEN				no
BEMTV01	00TV01	BE	Belgium	00TV01 - TERVUREN	2000-01-01		Background		suburban			4.502494	50.833050	82	TERVUREN				no
BEMWZ01	00WZ01	BE	Belgium	00WZ01 - LOMMEL	2003-01-01	2009-01-05	Industrial		suburban		Unknown	5.242136	51.206856	45	LOMMEL				no
BEMWZ02	00WZ02	BE	Belgium	00WZ02 - MOL	1995-01-01		Industrial		suburban		Unknown	5.220764	51.193832	45	MOL				no
BEMZU01	00ZU01	BE	Belgium	00ZU01 - ZUTENDAAL	2012-10-05		Industrial		rural			5.557625	50.927240	74			71067	Zutendaal	no
BEMAND2	01AND2	BE	Belgium	01AND2 - ANDERLECHT	1999-01-01	2003-06-30	Background		suburban			4.314706	50.823971	20	BRUSSELS				no
BEMAND3	01AND3	BE	Belgium	01AND3 - ANDERLECHT	2001-01-01		Background		suburban			4.310284	50.820530	20	BRUSSELS				no
BEMAND4	01AND4	BE	Belgium	01AND4 - ANDERLECHT	2004-06-01	2006-01-31	Background		urban		Unknown	4.306172	50.827854	15	ANDERLECHT				no
BEMBLD1	01BLD1	BE	Belgium	01BLD1 - BELLIARD	1984-01-01		Traffic		urban		Canyon street: L/H < 1.5	4.371461	50.842121	70	BRUSSELS				no
BEMMEU1	01MEU1	BE	Belgium	01MEU1 - MEUDON	1998-01-01		Background		suburban		Wide street: L/H > 1.5	4.391450	50.895645	50	BRUSSELS				no
BEMR012	01R012	BE	Belgium	01R012 - IRM-KMI	1995-01-01		Background		suburban		Canyon street: L/H < 1.5	4.357275	50.797178	100	BRUSSELS				no
BEM5K01	05KK01	BE	Belgium	05KK01 - KOKSIJDE	2005-01-31		Background		rural			2.657322	51.121445	6	KOKSIJDE				no
BEMAND1	0AND01	BE	Belgium	0AND01 - ANDENNE	1986-05-01		Industrial		suburban			5.040744	50.497746	90	ANDENNE				no
BEMANG1	0ANG01	BE	Belgium	0ANG01 - ANGLEUR	1984-01-01		Industrial		suburban		Wide street: L/H > 1.5	5.609853	50.612481	65	LIEGE				no
BEMANT1	0ANT01	BE	Belgium	0ANT01 - ANTWERPEN	1980-01-17	2001-04-25	Traffic		urban		Wide street: L/H > 1.5	4.400831	51.213535	10	ANTWERPEN				no
BEMARL1	0ARL01	BE	Belgium	0ARL01 - ARLON	1981-11-01		Background		suburban		Wide street: L/H > 1.5	5.818889	49.679733	408	ARLON				no
BEMATH1	0ATH01	BE	Belgium	0ATH01 - ATH	1994-01-01		Industrial		urban		Unknown	3.773981	50.635664	32	ATH				no
BEMBAU1	0BAU01	BE	Belgium	0BAU01 - BAUDOUR	1994-01-01		Background		suburban		Wide street: L/H > 1.5	3.835258	50.482708	45	BAUDOUR				no
BEMBE04	0BEE04	BE	Belgium	0BEE04 - BEERSE	1980-04-01	1997-12-31	Industrial		suburban			4.822667	51.326809	30	BEERSE				no
BEMBOV1	0BOV01	BE	Belgium	0BOV01 - GOUVY	1980-10-01		Background		rural			5.915572	50.226486	465	GOUVY				no
BEMCHA1	0CHA01	BE	Belgium	0CHA01 - CHARLEROI	1980-04-01		Traffic		urban		Wide street: L/H > 1.5	4.450911	50.409874	115	CHARLEROI				no
BEMCHA2	0CHA02	BE	Belgium	0CHA02 - LODELINSART	1980-04-01		Background		suburban			4.457419	50.429554	135	CHARLEROI				no
BEMCHA6	0CHA06	BE	Belgium	0CHA06 - CHARLEROI	1994-01-01		Industrial		suburban		Wide street: L/H > 1.5	4.423511	50.415344	112	CHARLEROI				no
BEMCHA7	0CHA07	BE	Belgium	0CHA07 - MARCHIENNE	1994-01-01		Background		suburban		Wide street: L/H > 1.5	4.394636	50.408371	107	CHARLEROI				no
BEMDES1	0DES01	BE	Belgium	0DES01 - DESTELDONK	1981-03-30	1999-02-02	Industrial		suburban			3.778717	51.125332	5	DESTELDONK				no
BEMEKS1	0EKS01	BE	Belgium	0EKS01 - EKSEL	1979-03-01	1998-12-20	Background		rural			5.381464	51.150042	63	EKSEL				no
BEMENG1	0ENG01	BE	Belgium	0ENG01 - ENGIS	1979-01-01		Industrial		suburban		Wide street: L/H > 1.5	5.396155	50.584167	135	ENGIS				no
BEMGEN2	0GEN02	BE	Belgium	0GEN02 - GENT	1980-01-01	1998-03-24	Traffic		urban		Wide street: L/H > 1.5	3.728344	51.059003	5	GENT				no
BEMHAS1	0HAS01	BE	Belgium	0HAS01 - HASSELT	1980-01-01	1998-12-28	Traffic		urban		Wide street: L/H > 1.5	5.337967	50.934479	31	HASSELT				no
BEMHB03	0HOB03	BE	Belgium	0HOB03 - KRUIBEKE	1978-05-01	1997-12-31	Industrial		suburban			4.308589	51.165710	8	KRUIBEKE				no
BEMHB08	0HOB08	BE	Belgium	0HOB08 - HOBOKEN	1998-04-17	2002-03-20	Industrial		suburban			4.349775	51.162089	16	ANTWERPEN				no
BEMHB14	0HOB14	BE	Belgium	0HOB14 - HOBOKEN	1978-03-14	2006-12-31	Industrial		suburban			4.338878	51.172211	10	HOBOKEN				no
BEMHB16	0HOB16	BE	Belgium	0HOB16 - HOBOKEN	1981-04-01	2007-01-01	Industrial		suburban			4.336547	51.170555	10	HOBOKEN				no
BEMHB22	0HOB22	BE	Belgium	0HOB22 - KRUIBEKE	1997-05-15	1999-10-04	Industrial		suburban		Wide street: L/H > 1.5	4.312297	51.171192	8	KRUIBEKE				no
BE0427A	00HB23	BE	Belgium	0HOB23 - HOBOKEN	2002-08-27	2002-12-31	Background		urban		Canyon street: L/H < 1.5	4.339736	51.170555	10	HOBOKEN				no
BE0428A	00HB24	BE	Belgium	0HOB24 - HOBOKEN	2002-04-04	2002-12-21	Background		urban		Wide street: L/H > 1.5	4.361481	51.180525	10	HOBOKEN				no
BEMIHE2	0IHE02	BE	Belgium	0IHE02 - IHE	1973-01-01		Background		suburban			4.381394	50.825047	90	BRUSSELS				no
BEMIHE3	0IHE03	BE	Belgium	0IHE03 - COURONNE	1980-01-01		Traffic		suburban		Canyon street: L/H < 1.5	4.383097	50.825851	90	BRUSSELS				no
BEMJMP1	0JMP01	BE	Belgium	0JMP01 - JEMEPPE	1995-01-01		Industrial		suburban		Wide street: L/H > 1.5	5.515111	50.621227	80	LIEGE				no
BEMKNO1	00KN02	BE	Belgium	0KNO01 - KNOKKE	1997-05-15	2003-01-01	Background		rural			3.344217	51.360806	5	KNOKKE-HEIST				no
BEMLIE1	0LIE01	BE	Belgium	0LIE01 - LIEGE	1980-03-01	2008-04-28	Traffic		urban		Wide street: L/H > 1.5	5.570317	50.636974	65	LIEGE				no
BEMLIE2	0LIE02	BE	Belgium	0LIE02 - LIEGE	1980-01-01		Industrial		suburban		Wide street: L/H > 1.5	5.630320	50.653362	60	LIEGE				no
BEMLIE3	0LIE03	BE	Belgium	0LIE03 - LIEGE	2008-01-01		Industrial		suburban		Wide street: L/H > 1.5	5.630320	50.653362	60	LIEGE				no
BEMLIE4	0LIE04	BE	Belgium	0LIE04 - LIEGE	2008-01-01		Background		rural			5.573950	50.629203	65	LIEGE				no
BEMNMC6	0NMC06	BE	Belgium	0NMC06 - ANDENNE	1994-01-01		Background		suburban		Wide street: L/H > 1.5	4.987984	50.470547	90	ANDENNE				no
BEMOBG1	0OBG01	BE	Belgium	0OBG01 - OBOURG	1982-01-01		Industrial		suburban			4.010264	50.476105	55	OBOURG				no
BEMOFF1	0OFF01	BE	Belgium	0OFF01 - OFFAGNE	1978-08-01		Background		rural			5.201114	49.877705	430	OFFAGNE				no
BEMOVP1	0OVP01	BE	Belgium	0OVP01 - NEERPELT	1982-04-09	1998-07-22	Industrial		suburban			5.415409	51.249458	37	NEERPELT				no
BEMREP1	0REP01	BE	Belgium	0REP01 - REPPEL	1997-06-09	1998-07-31	Industrial		suburban			5.546144	51.138214	59	REPPEL				no
BEMREP2	0REP02	BE	Belgium	0REP02 - REPPEL	1997-06-09	1998-07-31	Industrial		suburban			5.540794	51.136280	61	REPPEL				no
BEMROB1	0ROB01	BE	Belgium	0ROB01 - ROBERTVILLE	1984-11-01		Background		rural			6.073875	50.511482	677	ROBERTVILLE				no
BEMTES5	0TES05	BE	Belgium	0TES05 - TESSENDERLO	1984-04-19	1988-04-30	Industrial		suburban			5.140966	51.083233	27	TESSENDERLO				no
BEMTIE1	0TIE01	BE	Belgium	0TIE01 - TIENEN	1984-03-01	1997-12-31	Industrial		suburban			4.925264	50.802502	45	TIENEN				no
BEMTOU1	0TOU01	BE	Belgium	0TOU01 - MOUSCRON	2010-08-01		Background		suburban			3.484903	50.590843	44	TOURNAI				no
BEMTOU2	0TOU02	BE	Belgium	0TOU02 - TOURNAI	2010-08-15		Industrial		suburban			3.486139	50.590300	41	TOURNAI				no
BE0333A	00WZ01	BE	Belgium	0WEZ01 - WEZEL	1995-01-01	2002-12-31	Industrial		suburban			5.242136	51.206856	45	WEZEL				no
BE0334A	00WZ02	BE	Belgium	0WEZ02 - MOL-WEZEL	1996-08-06	1999-02-01	Background		rural			5.220764	51.193832	45	MOL				no
BEMWIK1	0WIK01	BE	Belgium	0WIK01 - NEERLAND	1997-11-17	2000-12-31	Traffic		urban		Wide street: L/H > 1.5	4.385353	51.155350	8	WILRIJK				no
BEMWIL1	0WIL01	BE	Belgium	0WIL01 - RUISBROEK	1984-04-01	1999-02-10	Industrial		suburban			4.353075	51.081230	5	PUURS				no
BE0413A	00R750	BE	Belgium	0ZEL02 - ZELZATE	1981-05-01	2002-05-04	Industrial		suburban			3.821664	51.196594	6	ZELZATE				no
BEB0109	200109	BE	Belgium	200109 - GELLIK	1998-01-01		Background		suburban		Unknown	5.617289	50.882839	70	GELLIK				no
BEB0202	200202	BE	Belgium	200202 - LIEGE	1968-01-01	2010-12-31	Background		urban		Wide street: L/H > 1.5	5.556569	50.645675	100	LIEGE				no
BEB0206	200206	BE	Belgium	200206 - LIEGE	1968-01-01		Background		suburban		Unknown	5.574861	50.614468	65	LIEGE				no
BEB0210	200210	BE	Belgium	200210 - BEYNE HEUS	1968-02-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	5.650419	50.623372	230	LIEGE				no
BEB0214	200214	BE	Belgium	200214 - HERSTAL	1968-02-01	2010-02-28	Background		urban		Wide street: L/H > 1.5	5.630639	50.665844	70	HERSTAL				no
BEB0218	200218	BE	Belgium	200218 - SERAING	1968-01-01	2010-12-31	Background		urban		Wide street: L/H > 1.5	5.510142	50.596958	125	SERAING				no
BEB0225	200225	BE	Belgium	200225 - STOCKAY.SG	1969-09-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	5.354158	50.581478	200	STOCKAY ST. GEORGES				no
BEB0226	200226	BE	Belgium	200226 - ENGIS	1969-06-01	2010-08-19	Background		suburban		Wide street: L/H > 1.5	5.411722	50.585742	80	ENGIS				no
BEB0227	200227	BE	Belgium	200227 - AWIRS	1969-06-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	5.406375	50.599456	90	FLEMALLE				no
BEB0504	200504	BE	Belgium	200504 - CHARLEROI	1968-03-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	4.467894	50.392594	102	CHARLEROI				no
BEB0505	200505	BE	Belgium	200505 - CHARLEROI	1968-03-01	2002-09-17	Background		suburban		Wide street: L/H > 1.5	4.444703	50.398819	110	CHARLEROI				no
BEB0506	200506	BE	Belgium	200506 - M.S.MARCHIE	1968-03-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	4.403908	50.390833	130	CHARLEROI				no
BEB0509	200509	BE	Belgium	200509 - CHARLEROI	1968-03-01	2010-12-31	Background		urban		Wide street: L/H > 1.5	4.442614	50.413022	120	CHARLEROI				no
BEB0514	200514	BE	Belgium	200514 - JUMET	1968-03-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	4.432106	50.443233	165	CHARLEROI				no
BEB0520	200520	BE	Belgium	200520 - PERUWELZ	1968-12-01	2010-12-31	Background		suburban		Wide street: L/H > 1.5	3.589567	50.508439	30	PERUWELZ				no
BEB0522	200522	BE	Belgium	200522 - MONS	1968-12-01	2010-12-31	Background		urban		Unknown	3.937750	50.465617	45	MONS				no
BEB0531	200531	BE	Belgium	200531 - TOURNAI	1969-03-01		Traffic		urban		Wide street: L/H > 1.5	3.377411	50.612465	30	TOURNAI				no
BEB0605	200605	BE	Belgium	200605 - BRUGGE	1968-12-01		Background		urban		Unknown	3.225331	51.221436	8	BRUGGE				no
BEB0701	200701	BE	Belgium	200701 - GENTBRUGGE	1968-09-01	1997-12-31	Background		suburban			3.760817	51.040745	8	GENTBRUGGE				no
BEB0702	200702	BE	Belgium	200702 - ST.AMANDSBE	1968-09-01	1997-12-31	Background		suburban			3.747000	51.061350	8	SINT AMANDSBERG				no
BEB0706	200706	BE	Belgium	200706 - GENT	1968-12-01	1997-03-31	Background		suburban			3.735897	51.017246	8	GENT				no
BEB0709	200709	BE	Belgium	200709 - GENT	1968-09-01	1997-12-31	Background		urban			3.731725	51.051742	8	GENT				no
BEB0712	200712	BE	Belgium	200712 - GENT	1968-09-01	1997-12-31	Background		urban			3.690686	51.059242	8	GENT				no
BEB0725	200725	BE	Belgium	200725 - BEVEREN	1972-05-01	1997-12-31	Background		urban			4.257297	51.212528	10	BEVEREN-WAAS				no
BEB0726	200726	BE	Belgium	200726 - ST.NIKLAAS	1972-03-01	1997-12-31	Background		urban			4.140072	51.164749	12	SINT NIKLAAS				no
BEB0730	200730	BE	Belgium	200730 - ZELZATE	1998-01-01		Industrial		suburban		Wide street: L/H > 1.5	3.821664	51.196594	6	ZELZATE				no
BEB0800	200800	BE	Belgium	200800 - ANTWERPEN	1995-01-01		Background		suburban		Wide street: L/H > 1.5	4.430547	51.210197	5	ANTWERPEN				no
BEB0804	200804	BE	Belgium	200804 - MORTSEL	1968-02-01	1997-12-31	Background		urban			4.447842	51.172617	5	MORTSEL				no
BEB0807	200807	BE	Belgium	200807 - DEURNE	1968-03-01	1997-12-31	Background		suburban			4.450158	51.189064	10	ANTWERPEN				no
BEB0809	200809	BE	Belgium	200809 - ANTWERPEN	1968-01-01	1997-12-31	Background		urban			4.414714	51.216766	10	ANTWERPEN				no
BEB0812	200812	BE	Belgium	200812 - ANTWERPEN	1968-01-01	1997-12-31	Industrial		urban			4.376361	51.225494	10	ANTWERPEN				no
BEB0813	200813	BE	Belgium	200813 - ANTWERPEN	1968-01-01	1997-12-31	Background		urban			4.397830	51.221897	10	ANTWERPEN				no
BEB0817	200817	BE	Belgium	200817 - MERKSEM	1968-03-01	1997-12-31	Background		suburban			4.448542	51.247669	10	ANTWERPEN				no
BEB0818	200818	BE	Belgium	200818 - ANTWERPEN	1968-01-01	1997-12-31	Industrial		urban			4.381525	51.264053	10	ANTWERPEN				no
BEB0821	200821	BE	Belgium	200821 - HOEVENEN	1968-01-01	1997-12-31	Background		rural			4.404339	51.306831	10	STABROEK				no
BEB0825	200825	BE	Belgium	200825 - ZANDVLIET	1968-01-01	1997-12-31	Industrial		urban			4.306186	51.360836	4	ZANDVLIET				no
BEB0826	200826	BE	Belgium	200826 - ANTWERPEN	1968-01-01	1997-12-31	Industrial		suburban			4.330517	51.276451	10	ANTWERPEN				no
BEB0829	200829	BE	Belgium	200829 - RUMST	1969-01-01	1997-12-31	Background		rural			4.424275	51.077353	8					no
BEB0831	200831	BE	Belgium	200831 - OOSTMALLE	1969-07-01	1997-12-31	Background		rural			4.733811	51.301506	20					no
BEB0832	200832	BE	Belgium	200832 - TURNHOUT	1969-07-01	1997-12-31	Background		urban			4.945572	51.324028	25	TURNHOUT				no
BEB0834	200834	BE	Belgium	200834 - HEIST.O.D.B	1969-07-01	1997-12-31	Background		rural			4.728197	51.076633	12	HEIST-OP-DEN-BERG				no
BEB0839	200839	BE	Belgium	200839 - BRASCHAAT	1972-03-01	1997-12-31	Background		rural			4.500208	51.336147	10	BRASSCHAAT				no
BEB0842	200842	BE	Belgium	200842 - ANTWERPEN	1998-01-01		Industrial		suburban		Wide street: L/H > 1.5	4.340008	51.264820	6	ANTWERPEN				no
BEB0843	200843	BE	Belgium	200843 - RUISBROEK	1998-01-01		Industrial		suburban		Wide street: L/H > 1.5	4.352316	51.081024	10	RUISBROEK				no
BEB0901	200901	BE	Belgium	200901 - CHARLEROI	1996-01-01		Traffic		urban		Wide street: L/H > 1.5	4.450911	50.409874	115	CHARLEROI				no
BEB0923	200923	BE	Belgium	200923 - JEMEPPE	1995-01-01	1999-08-08	Background		suburban		Wide street: L/H > 1.5	5.515111	50.621227	50	LIEGE				no
BEB0940	200940	BE	Belgium	200940 - ENGIS	1995-01-01		Background		urban		Wide street: L/H > 1.5	5.396155	50.584167	135	ENGIS				no
BEBHR01	20HR01	BE	Belgium	20HR01 - HERNE	2001-01-01		Background		rural	remote	Unknown	4.014800	50.727547	40	HERNE				no
BEBML01	20ML01	BE	Belgium	20ML01 - MECHELEN	2001-01-01		Traffic		urban		Wide street: L/H > 1.5	4.461097	51.016525	12	MECHELEN				no
BEBSZ01	20SZ01	BE	Belgium	20SZ01 - STEENOKKER	2001-01-01		Traffic		suburban		Wide street: L/H > 1.5	4.502914	50.915119	10	STEENOKKERZEEL				no
BEBB104	21B004	BE	Belgium	21B004 - STE.CATHERI	2003-12-01		Background		urban			4.347322	50.851353	15	BRUSSELS				no
BEBMEU1	21MEU1	BE	Belgium	21MEU1 - MEUDON	1998-03-01		Background		suburban			4.391450	50.895645	50	BRUSSELS				no
BEBR112	21R012	BE	Belgium	21R012 - IRM-KMI	1995-01-01		Background		suburban			4.357275	50.797178	100	BRUSSELS				no
BEBN045	22N045	BE	Belgium	22N045 - HASSELT	2002-01-01		Background		suburban		Wide street: L/H > 1.5	5.367084	50.940262	41	HASSELT				no
BEBR801	22R801	BE	Belgium	22R801 - BORGERHOUT	2002-01-01		Traffic		urban		Wide street: L/H > 1.5	4.430547	51.210197	6	ANTWERPEN				no
BEBN029	24N029	BE	Belgium	24N029 - HOUTEM	2009-02-11		Background	rural	rural			2.581105	51.016811	2	VEURNE				no
BEBR701	24R701	BE	Belgium	24R701 - GENT	2010-02-08		Background		urban			3.728047	51.058865	8	GENT				no
BEBR750	24R750	BE	Belgium	24R750 - ZELZATE	2002-01-01		Industrial		suburban		Wide street: L/H > 1.5	3.821664	51.196594	6	ZELZATE				no
BEBB004	2FB004	BE	Belgium	2FB004 - STE.CATHERI	2004-01-01		Background		urban			4.347322	50.851353	15	BRUSSELS				no
BEBB011	2FB011	BE	Belgium	2FB011 - BERCHEM S.A	1994-01-01		Background		suburban			4.287072	50.858574	30	BRUSSELS				no
BEBR001	2FR001	BE	Belgium	2FR001 - MOLENBEEK	2008-04-01		Traffic	urban	urban		Wide street: L/H > 1.5	4.332555	50.850208	15	BRUSSELS				no
BEBR002	2FR002	BE	Belgium	2FR002 - IXELLES	1994-01-01		Traffic		suburban		Canyon street: L/H < 1.5	4.383452	50.825672	70	BRUSSELS				no
BEBR012	2FR012	BE	Belgium	2FR012 - UCCLE	2000-01-01		Background		suburban		Unknown	4.357275	50.797178	100	BRUSSELS				no
BEBFR10	2FR100	BE	Belgium	2FR100 - BRUXELLES	1995-01-01		Background		urban			4.349170	50.846977	20	BRUSSELS				no
BELAB01	40AB01	BE	Belgium	40AB01 - ANTWERPEN	2003-01-01		Background		suburban			4.328578	51.281544	10	ANTWERPEN				no
BELAB02	40AB02	BE	Belgium	40AB02 - BERENDRECHT	2005-01-01		Background		suburban			4.320547	51.341259	10	BERENDRECHT				no
BELAL01	40AL01	BE	Belgium	40AL01 - LINKEROEVER	2003-01-01		Background		suburban			4.383953	51.236728	10	ANTWERPEN				no
BELAL02	40AL02	BE	Belgium	40AL02 - BEVEREN	2008-01-01		Industrial		suburban			4.233564	51.305054	4	BEVEREN-WAAS				no
BELAL03	40AL03	BE	Belgium	40AL03 - BEVEREN	2008-01-01		Industrial		suburban			4.200194	51.254498	4	BEVEREN-WAAS				no
BELAL04	40AL04	BE	Belgium	40AL04 - BEVEREN	2008-01-01		Industrial		suburban			4.292058	51.291199	8	BEVEREN-WAAS				no
BELAL05	40AL05	BE	Belgium	40AL05 - BEVEREN	2008-01-01		Industrial		suburban			4.277620	51.263649	8	BEVEREN-WAAS				no
BELBE06	40BE06	BE	Belgium	40BE06 - BEERSE	2001-01-01		Industrial		suburban		Wide street: L/H > 1.5	4.818086	51.329437	30	BEERSE				no
BELGK06	40GK06	BE	Belgium	40GK06 - GENK	2008-01-01		Industrial		urban			5.469322	50.928440	44	GENK				no
BELGK09	40GK09	BE	Belgium	40GK09 - GENK	2008-01-01		Industrial		urban			5.491489	50.935181	61	GENK				no
BETGK11	40GK11	BE	Belgium	40GK11 - GENK	2009-01-01		Industrial		urban			5.519013	50.932037	70	GENK				no
BELHB23	40HB23	BE	Belgium	40HB23 - HOBOKEN	2003-01-01		Background		suburban			4.339736	51.170555	13	HOBOKEN				no
BELHR01	40HR01	BE	Belgium	40HR01 - HERNE	1998-01-01		Background		rural		Wide street: L/H > 1.5	4.014800	50.727547	40	HERNE				no
BELKO01	40KO01	BE	Belgium	40KO01 - KORTRIJK	2003-01-01		Background		urban			3.272517	50.831169	10	KORTRIJK				no
BELLD01	40LD01	BE	Belgium	40LD01 - LAAKDAL	2000-01-01		Industrial		suburban		Wide street: L/H > 1.5	5.003578	51.110516	20	LAAKDAL				no
BELLD02	40LD02	BE	Belgium	40LD02 - LAAKDAL	2002-01-01		Background		suburban			5.020258	51.120922	22	LAAKDAL				no
BELML01	40ML01	BE	Belgium	40ML01 - MECHELEN	2000-01-01		Traffic		urban		Wide street: L/H > 1.5	4.461097	51.016525	12	MECHELEN				no
BELML02	40ML02	BE	Belgium	40ML02 - MECHELEN	2001-01-01		Background		suburban		Wide street: L/H > 1.5	4.502483	51.032616	12	MECHELEN				no
BELMN01	40MN01	BE	Belgium	40MN01 - MENEN	2003-01-01		Background		suburban			3.108414	50.794006	10	MENEN				no
BELOB01	40OB01	BE	Belgium	40OB01 - OOSTROZEBEK	1993-01-01		Industrial		rural		Wide street: L/H > 1.5	3.306150	50.917763	44	OOSTROZEBEKE				no
BELOB02	40OB02	BE	Belgium	40OB02 - WIELSBEKE	2012-04-13		Industrial		rural			3.377504	50.915790	14			37017	Wielsbeke	no
BELR801	40R801	BE	Belgium	40R801 - BORGERHOUT	1997-01-01		Background		urban		Wide street: L/H > 1.5	4.430547	51.210197	5	ANTWERPEN				no
BELRL01	40RL01	BE	Belgium	40RL01 - ROESELARE	2005-01-01		Background		suburban			3.119925	50.953712	20	ROESELAERE				no
BELSA04	40SA04	BE	Belgium	40SA04 - HOEVENEN	2012-04-13		Industrial		suburban			4.405141	51.314740	6	HOEVENEN		11044	Stabroek	no
BELSZ01	40SZ01	BE	Belgium	40SZ01 - STEENOKKERZ	1996-01-01		Traffic		suburban		Wide street: L/H > 1.5	4.502914	50.915119	15	STEENOKKERZEEL				no
BELSZ02	40SZ02	BE	Belgium	40SZ02 - STEENOKKERZ	1996-01-01		Background		suburban		Wide street: L/H > 1.5	4.510914	50.913564	15	STEENOKKERZEEL				no
BELTR01	40TR01	BE	Belgium	40TR01 - TEMSE	1997-01-01		Background		suburban			4.169944	51.119087	30	TEMSE				no
BELTS06	40TS06	BE	Belgium	40TS06 - TESSENDERLO	1979-09-07	2006-12-31	Background		suburban		Wide street: L/H > 1.5	5.164267	51.093010	32	TESSENDERLOO				no
BELTS07	40TS07	BE	Belgium	40TS07 - TESSENDERLO	1980-04-01		Industrial		suburban		Wide street: L/H > 1.5	5.108083	51.069698	25	TESSENDERLO				no
BELTS12	40TS12	BE	Belgium	40TS12 - TESSENDERLO	1979-04-01		Industrial		suburban			5.092572	51.063900	32	TESSENDERLO				no
BELTS20	40TS20	BE	Belgium	40TS20 - TESSENDERLO	2009-01-01		Industrial		suburban			5.106247	51.066246	28	TESSENDERLO				no
BELTS21	40TS21	BE	Belgium	40TS21 - TESSENDERLO	1997-01-01		Industrial		suburban			5.106247	51.066246	28	TESSENDERLO				no
BELWZ01	40WZ01	BE	Belgium	40WZ01 - LOMMEL	1995-01-01		Industrial		suburban			5.242222	51.206871	45	LOMMEL				no
