,x,500iters3years128units_RS3,500iters3years128units_RS2,500iters3years128units_RS1,500iters3years128units_RS4,500iters3years128units_RS5,500iters3years128units_BO2,500iters3years128units_BO3,500iters3years128units_BO4,500iters3years128units_BO5,500iters3years128units_BO1,500iters3years128units_Island18LS_1,500iters3years128units_Island18LS_3,500iters3years128units_Island18LS_4,500iters3years128units_Island18LS_5,500iters3years128units_Island18LS_6,500iters3years128units_Island5_1,500iters3years128units_Island5_3,500iters3years128units_Island5_5,500iters3years128units_Island5_2,500iters3years128units_Island5_4
42,42,76.03405018912899,76.02862007213542,75.98852167305319,75.9752589952659,75.93167717139859,76.05890003420019,75.90706384033027,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.99404712617186,75.73651488307473,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
43,43,76.03405018912899,76.02862007213542,75.98852167305319,75.9752589952659,75.93167717139859,76.05890003420019,75.90706384033027,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.73651488307473,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
44,44,76.03405018912899,76.02862007213542,75.98852167305319,75.9752589952659,75.93167717139859,76.05890003420019,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.73651488307473,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
45,45,76.03405018912899,76.02862007213542,75.98852167305319,75.9752589952659,75.93167717139859,76.05890003420019,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.73651488307473,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
46,46,76.03405018912899,76.02862007213542,75.98852167305319,75.9752589952659,75.93167717139859,76.05890003420019,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.73651488307473,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
47,47,76.03405018912899,76.02862007213542,75.98852167305319,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.73651488307473,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
48,48,76.03405018912899,76.02862007213542,75.98852167305319,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
49,49,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
50,50,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
51,51,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
52,52,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
53,53,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.03552650274634,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
54,54,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
55,55,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.72437238490319,75.92949958642687
56,56,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
57,57,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
58,58,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
59,59,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
60,60,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
61,61,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
62,62,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
63,63,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.79361856358626,75.9973440981459,75.86921965339076,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
64,64,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
65,65,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
66,66,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
67,67,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
68,68,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
69,69,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.73867472592276,75.92949958642687
70,70,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
71,71,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
72,72,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.85777362457308,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
73,73,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
74,74,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
75,75,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,75.93123384548655,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
76,76,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.0005988540391,76.22734045085892,75.94299429581935,75.92949958642687
77,77,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
78,78,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
79,79,76.03405018912899,76.02862007213542,76.16749538955943,76.01629145040927,75.93167717139859,76.06848858715756,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,75.9973440981459,76.07734752071211,75.97137753381003,75.9893169839749,76.07515375747306,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
