,x,500iters3years128units_RS3,500iters3years128units_RS2,500iters3years128units_RS1,500iters3years128units_RS4,500iters3years128units_RS5,500iters3years128units_BO2,500iters3years128units_BO3,500iters3years128units_BO4,500iters3years128units_BO5,500iters3years128units_BO1,500iters3years128units_Island18LS_1,500iters3years128units_Island18LS_3,500iters3years128units_Island18LS_4,500iters3years128units_Island18LS_5,500iters3years128units_Island18LS_6,500iters3years128units_Island5_1,500iters3years128units_Island5_3,500iters3years128units_Island5_5,500iters3years128units_Island5_2,500iters3years128units_Island5_4
125,125,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.0793449310852,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
126,126,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.0793449310852,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
127,127,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.0793449310852,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
128,128,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.0793449310852,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
129,129,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.0793449310852,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
130,130,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
131,131,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
132,132,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
133,133,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.0758251331112,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
134,134,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.11334774152616,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
135,135,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.11334774152616,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
136,136,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.98660304614893,76.10425247324551,76.11700278786684,76.14849187957496,76.11334774152616,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
137,137,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.11334774152616,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
138,138,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
139,139,76.05470740543588,76.02862007213542,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
140,140,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
141,141,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.11358757336865,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
142,142,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
143,143,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
144,144,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
145,145,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
146,146,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
147,147,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
148,148,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
149,149,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
150,150,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
151,151,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
152,152,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
153,153,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
154,154,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
155,155,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
156,156,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
157,157,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
158,158,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
159,159,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
160,160,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
161,161,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
162,162,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
163,163,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
164,164,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
165,165,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
166,166,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
167,167,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
168,168,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
169,169,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
170,170,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
171,171,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
172,172,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
173,173,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
174,174,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
175,175,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
176,176,76.05470740543588,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
177,177,76.06348157709118,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
178,178,76.06348157709118,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
179,179,76.06348157709118,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
180,180,76.06348157709118,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
181,181,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
182,182,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
183,183,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
184,184,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
185,185,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
186,186,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
187,187,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
188,188,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
189,189,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
190,190,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
191,191,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
192,192,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.92949958642687
193,193,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
194,194,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
195,195,76.15394374824716,76.16782122432049,76.16749538955943,76.02487101590467,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
196,196,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
197,197,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
198,198,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
199,199,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
200,200,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
201,201,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
202,202,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
203,203,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
204,204,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.18491077935614,76.15423883658491,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
205,205,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.25848867478283,76.30335428077817,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
206,206,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.25848867478283,76.30335428077817,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
207,207,76.15394374824716,76.16782122432049,76.16749538955943,76.07612382214387,75.93167717139859,76.20352209891864,76.05667525743813,76.12458648990207,76.25848867478283,76.30335428077817,75.99400809524495,76.10425247324551,76.11700278786684,76.14849187957496,76.1158721715168,76.15812014157659,76.06274890825054,76.22734045085892,75.94299429581935,75.97960300398572
