,CY0002R,CY0006A,CY0004A,2m_temperature,evaporation_from_the_top_of_canopy,evaporation_from_vegetation_transpiration,forecast_albedo,lake_mix_layer_depth,lake_mix_layer_temperature,potential_evaporation,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,surface_runoff,surface_sensible_heat_flux,surface_solar_radiation_downwards,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,CY0002R-1,CY0006A-1,CY0004A-1
125,0.8068001589009657,0.6436135557992486,0.7471693179976495,0.710402944217227,0.9820843352003991,0.872938366674545,0.8687981750763276,0.1050465220898443,0.5384166076182086,0.458942812249747,0.7484148947349984,0.7025871834910138,0.6714283196446825,0.895172074625446,0.26087492143794966,0.4387961035452653,0.00011407909550877023,0.40101998484557644,0.8988535595919396,0.0030957495624204323,0.12354520076496452,0.31638692094915605,0.8358397876402326,0.6001810968725251,0.7048802692212641
126,0.8069619395624658,0.645838381107837,0.7493355721844678,0.7225816519607524,0.9897165889143718,0.8204515661466452,0.8725906732083937,0.14161476287086264,0.5026284543347952,0.4138699593567552,0.7421795635268155,0.698086402743333,0.6804302231308823,0.900749133137469,0.24753781294918642,0.42980184016907946,0.0,0.39597171413865784,0.9046419199149361,1.4853262326941707e-05,0.12252371700457147,0.307604585239004,0.8068001589009657,0.6436135557992486,0.7471693179976495
127,0.7967697578879599,0.6305547986860872,0.7344543479000742,0.7014688574902629,0.9990475281663131,0.8784632930459029,0.8764449031478485,0.09595838363395934,0.5647969052224371,0.46349761693659647,0.7346431198674866,0.6957166039006767,0.6820913673375868,0.8598148925363442,0.23401304135437193,0.4032957777813091,3.67952129613888e-05,0.42174631616421887,0.8639596004424729,0.0010861945972718123,0.1089401563610493,0.29875670971012,0.8069619395624658,0.645838381107837,0.7493355721844678
128,0.7759000525544479,0.5978595400779876,0.7026198301177129,0.5905860474794041,0.7812422681842105,0.8895131457886186,0.8802442603696243,0.12308912835903578,0.5388762280483368,0.5861190554650202,0.6421740588202913,0.6261290223814335,0.67620025379816,0.6864158677741733,0.4595851318794592,0.4238268524845461,0.0018628682923837651,0.4532437214295495,0.6909054970303725,0.044929486088583,0.14388794118470355,0.2914555739033219,0.7967697578879599,0.6305547986860872,0.7344543479000742
129,0.8249195929889761,0.4283858919583327,0.5376077734958316,0.46170176796083046,0.675544067352397,0.8425512716320767,0.8840568399330089,0.18899300248995304,0.4728057912174196,0.6201976216075178,0.4503900835214108,0.47735831725911637,0.6294062180549191,0.6933765987765669,0.42499713190452126,0.4847685486818478,0.010616946031780138,0.4590787899848898,0.6980716886141168,0.2230512508306369,0.4708062119044842,0.28918789617517826,0.7759000525544479,0.5978595400779876,0.7026198301177129
130,0.7955564029267093,0.4161977186249857,0.5257404680444284,0.4181172094958808,0.548781109256242,0.7624398392473875,0.8878619819292394,0.2966708164338249,0.3959486374169332,0.641103736962399,0.396551551576598,0.40968127124092957,0.5642823152032148,0.6351660620206799,0.5334470921184736,0.404519378982663,0.00935696902483987,0.4972949004829561,0.6400574896554951,0.18705088367703515,0.6476967720286892,0.30032966535969946,0.8249195929889761,0.4283858919583327,0.5376077734958316
131,0.76206780599619,0.4188094700514872,0.5282834620677108,0.4474520946987184,0.6288426722968699,0.7652023024330664,0.8916430757916669,0.2884660689915897,0.4004538751747515,0.5783733170036397,0.4417251750246461,0.4329353051039466,0.5414801367690084,0.753884238512502,0.5017161041346594,0.3976544995153268,0.01049221615836496,0.4430993955328385,0.7588942134712507,0.19277528811430528,0.7717309809768206,0.3511361328411151,0.7955564029267093,0.4161977186249857,0.5257404680444284
132,0.8016231777329628,0.4622419289685378,0.5705725108346777,0.3985454474520947,0.5793666201721803,0.7955893974755347,0.8955104454330947,0.13295571700774228,0.5312541892487121,0.6602283300755448,0.4345265201747494,0.4258350938428095,0.5324209524480947,0.7177115841012595,0.5027422017510182,0.37356385768087846,0.13016817055336244,0.4877040938568575,0.7229211486039457,0.4081467215227206,0.9133703334914968,0.4819798269586306,0.76206780599619,0.4188094700514872,0.5282834620677108
133,0.7440292622389294,0.446764883458812,0.5555029166037968,0.3932786277658931,0.15046400093137982,0.7016656491624508,0.8992084038226553,0.1396790517173517,0.5031503150315032,0.7198496983432813,0.4108212521706059,0.38926242307339026,0.5032782262328598,0.6189344440985569,0.5282278929252997,0.3399068791812996,0.3334497023565619,0.5994018746295108,0.6242856287388467,0.40495710235492904,0.9074468822838726,0.7336527308913396,0.8016231777329628,0.4622419289685378,0.5705725108346777
134,0.7249391441819185,0.4191963961790736,0.5286602019135934,0.41375420207681757,0.5808384550632527,0.690615796419735,0.9030110666298329,0.10881628645431408,0.5224830993737671,0.6406737242652096,0.45861211335692015,0.4162273047365359,0.4950385984701611,0.7327719225266293,0.5324126980903345,0.4254795086526085,0.044727975377216296,0.519883227546653,0.7383373061639512,0.17218227974546885,0.9520771989287379,0.7912753395209328,0.7440292622389294,0.446764883458812,0.5555029166037968
135,0.7949092802807088,0.4560511107627128,0.5645446731404417,0.5116942903773254,0.9887643101549521,0.7210028914622033,0.8988626395895735,0.1898951448591803,0.4397466342378919,0.5500825301161761,0.5109018210570038,0.4527969137503444,0.5223968063731538,0.8278819360905264,0.47540443387036035,0.5234947321584643,4.984771164650076e-05,0.5134154378809763,0.8332710756582836,0.0008321685833245912,0.7668191654481229,0.7860845858773207,0.7249391441819185,0.4191963961790736,0.5286602019135934
136,0.7716937553554455,0.5028691733807837,0.6101301956412931,0.5471412873147673,0.994130041154537,0.872938366674545,0.8948510637849701,0.161178528811357,0.47123063370166807,0.5312116085601676,0.5591881058304851,0.4981353908331037,0.5575584264514082,0.892959326634731,0.42304598437465907,0.6002002256511306,0.0,0.5094475856195083,0.8981102775174239,0.0,0.6898384105691531,0.743614783338676,0.7949092802807088,0.4560511107627128,0.5645446731404417
137,0.731086809318922,0.5059645824595134,0.6131441144648649,0.6192186900574148,0.9581893229113293,0.7942081658826953,0.89065949885521,0.20657053433668618,0.4416138422352874,0.4581621295881327,0.5880728022459203,0.5243654511496892,0.5832356621664493,0.8727406171810861,0.44505680773519407,0.5595830221360582,0.0002945083855370682,0.5719875029234415,0.8776723881100055,0.005362974697957406,0.6267672217891502,0.7044875115553879,0.7716937553554455,0.5028691733807837,0.6101301956412931
