,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,27.25,441186.875,0.0,99.99998474121094,273.36328125,271.4595184326172,271.460205078125,271.4600982666016,271.4599609375,0.320098876953125,0.32163238525390625,0.3231201171875,0.31711578369140625,6.237770080566406,3554.644287109375,0.0,102474.8125,8.227935791015625,279.619384765625,0.0,0.0,0.0,0.0,107630.703125,102504.5859375,124.2301788330078,0.19187315180897715,1.0689168572425842,-1.161050796508789,280.5611572265625,279.856201171875,695345.25,278.7916259765625,3339196.0,584848.0625,-2601569.0,-4.233037179801613e-05,278.9619140625,0.19187315180897715,0.0,9.999778782798785e-13,0.00046731531620025646,281.6400146484375,281.0416259765625,0.0001793950796127319,0.005695264786481857,0.0,0.013931557317846456,279.6312255859375,282.51318359375,0.1895204111933708,0.22003471599600746,37.333
1,38.875,446057.1875,0.0,99.99998474121094,273.362548828125,271.45977783203125,271.45993041992193,271.45993041992193,271.4599609375,0.318603515625,0.31927490234375,0.32183074951171875,0.317535400390625,9.175950050354004,10463.33203125,0.0,102676.8125,13.67218017578125,280.05322265625,0.0,0.00017980858683586118,0.0,0.0,108765.55078125,102697.5,479.4545440673828,0.9949069619178772,3.0725710391998287,2.457058906555176,281.6541748046875,281.2261962890625,430386.25,279.1453857421875,3721916.0,368767.375,-2580809.0,-4.925492976326496e-05,279.0908203125,0.9935947060585022,0.0,0.11701965332131248,0.0005198866128921509,282.0255126953125,281.7608642578125,0.00018304586410522458,0.006143409758806229,0.0002093687653541565,0.11226928234100343,281.279541015625,282.4295654296875,0.1893983408808708,0.22003559440781828,27.25
2,54.167,445647.6875,0.0,99.99998474121094,273.361572265625,271.4598999023437,271.4599456787109,271.46017456054693,271.4599609375,0.3169784545898437,0.3174667358398437,0.32061767578125,0.31781768798828125,14.873506546020508,10774.79296875,0.0,101990.875,20.989733695983887,280.8912353515625,0.0,0.00034797191619873047,0.0,0.0,303287.875,102003.28125,731.633544921875,1.0000001788139343,5.594911575317383,6.242454528808594,281.805419921875,280.3958740234375,149632.875,280.22412109375,3834999.0,122334.875,-2140998.0,-0.00011908521992154421,279.3792724609375,0.7653561867773533,0.988077550438902,0.9990893602371216,0.00024572759866714483,282.1436767578125,281.8814697265625,0.00018557906150817868,0.0061107948422431954,0.00034797191619873047,0.4447161555290222,281.45166015625,282.35198974609375,0.18928389996290207,0.17817024257965386,38.875
3,51.625,456564.5,0.0,99.99998474121094,273.36083984375,271.45974731445307,271.46011352539057,271.46017456054693,271.4599609375,0.33121490478515625,0.32874298095703125,0.32244110107421875,0.3180770874023437,12.537723541259766,10771.171875,0.0,101067.8125,13.824840545654295,280.4932861328125,0.0,0.0009100717725232245,0.0,0.0,232784.625,101085.25,696.240966796875,0.9919050931930542,6.364076614379883,4.388961791992188,281.7552490234375,281.261962890625,135536.0,279.9132080078125,3731812.0,119216.0,-2275147.0,-6.286885763984174e-05,279.658447265625,0.9909630417823792,0.3166869878768921,0.07015991211037498,0.0005198866128921509,281.66650390625,280.9827880859375,0.000187799334526062,0.006362017244100571,0.0009196372848236931,0.5216387510299683,281.4129638671875,282.2813720703125,0.18916182965040207,0.22004138608463109,54.167
4,52.375,461541.875,0.0,99.99998474121094,273.360107421875,271.4599151611328,271.46006774902344,271.4598388671875,271.4599609375,0.3194808959960937,0.32151031494140625,0.3229522705078125,0.31847381591796875,10.673331260681152,1983.31494140625,0.0,101796.75,12.268248558044435,279.16192626953125,0.0,0.0,0.0,0.0,158618.91796875,101811.890625,496.34033203125,0.7546241879463196,1.6957806944847107,5.150276184082031,279.79931640625,278.226806640625,1346412.0,278.6849365234375,2871590.0,1112769.75,-2517488.0,-0.00013887240493204445,279.7431640625,0.2430889867246151,9.5367431640625e-05,0.6841278076181875,0.00015544891357421875,280.11944580078125,279.3427124023437,0.00019139796495437625,0.006226781755685806,0.0,0.08753306791186333,278.999267578125,282.22125244140625,0.1890435740351677,0.18782863556407392,51.625
5,45.667,464244.25,0.0,99.99998474121094,273.3603515625,271.4603271484375,271.4599151611328,271.4601287841797,271.4599609375,0.3169784545898437,0.3179779052734375,0.321624755859375,0.3187713623046875,13.38632583618164,9676.9873046875,0.0,101432.0,18.40773296356201,280.5421142578125,0.0,0.00018747895956039431,0.0,0.0,293710.03515625,101448.328125,699.969970703125,0.989183247089386,5.443199157714844,5.0007286071777335,282.095947265625,280.2342529296875,411166.25,279.272705078125,3559440.0,337786.25,-2167627.0,-8.183660975191742e-05,279.7222900390625,0.9087663292884828,0.6153411865234375,0.7660608291625977,0.00010018795728683472,282.135498046875,281.89794921875,0.0001942068338394165,0.007986582815647125,0.0001911520957946777,0.37738966941833496,281.54345703125,282.16278076171875,0.18892913311719892,0.14595400379039347,52.375
6,56.75,478793.0625,0.0,99.99998474121094,273.36083984375,271.459976196289,271.45953369140625,271.45980834960943,271.4599609375,0.31375885009765625,0.315643310546875,0.3202667236328125,0.318939208984375,12.845885276794435,6582.112548828125,0.0,101987.3125,12.972867965698242,279.8468017578125,0.0,0.0,0.0,0.0,66182.375,101999.828125,705.718017578125,0.999487042427063,3.799750328063965,5.89376163482666,280.28466796875,278.1490478515625,1061339.8125,279.4281005859375,3326682.0,888734.0,-2524290.0,-0.00016988128481898457,279.8118896484375,0.9573532938957214,0.0,0.75286865234475,0.00012888014316558838,280.605712890625,280.261474609375,0.0001959577202796936,0.006133779883384705,0.0,0.2514270544052124,279.877685546875,282.1051025390625,0.1888146921992302,0.145960689522326,45.667
7,55.625,486359.5625,0.0,99.99998474121094,273.361083984375,271.45985412597656,271.45968627929693,271.46005249023443,271.4599609375,0.3138046264648437,0.31481170654296875,0.31885528564453125,0.3189926147460937,8.89768123626709,5452.592967033386,0.0,101751.4375,10.48802375793457,280.11181640625,0.0,0.0,0.0,0.0,150499.03515625,101774.6875,592.459228515625,0.4355935268104077,3.537613868713379,0.8808030486106873,280.89239501953125,279.6441650390625,620886.89453125,279.799560546875,3443700.0,531004.83203125,-2515464.0,-7.376373105216771e-05,279.8941650390625,0.28063277155160904,0.10638379026204348,0.13832855224709373,0.0002599954605102539,281.41259765625,281.02056884765625,0.00019628554582595825,0.006138499826192856,9.395182132720949e-05,0.12046588584780693,280.259765625,282.05035400390625,0.1886926218867302,0.22003664459043648,56.75
8,40.875,497776.6875,0.0,99.99998474121094,273.361328125,271.4600372314453,271.4598388671875,271.460189819336,271.4599609375,0.3109893798828125,0.31275177001953125,0.3176422119140625,0.31896209716796875,6.331144332885742,4505.032402992249,0.0,102683.875,7.497799873352051,278.209228515625,0.0,0.0,0.0,0.0,76549.1875,102712.7421875,452.8043670654297,0.5156614230945706,1.8033632040023804,-1.1886749267578125,277.91680908203125,275.8934936523437,1237851.625,278.1270751953125,2932897.0,1026930.125,-2549087.0,-0.00016069388948380947,279.82049560546875,0.35250285966321826,0.05938720703125,0.21169429330620915,0.00025562942028045654,278.7054443359375,278.2216796875,0.00019621849060058596,0.007242176681756973,0.0,0.04195564240217209,277.1929931640625,282.0,0.18857818096876144,0.22003571067762093,55.625
9,36.25,505683.875,0.0,99.99998474121094,273.36181640625,271.45957946777344,271.4595947265625,271.4598999023437,271.4599609375,0.30918121337890625,0.31101226806640625,0.3162994384765625,0.3188934326171875,4.73037052154541,4924.125610351562,0.0,103596.75,6.349953651428223,273.216064453125,0.0,0.0,0.0,0.0,46385.25,103618.5703125,117.80307006835938,0.625599205493927,0.8856611251831055,1.9677715301513672,275.4608154296875,274.6939697265625,1158268.125,275.4595947265625,2987098.0,972771.1875,-2566787.0,-3.4436816349625594e-05,279.4388427734375,0.3391845642181579,0.0,0.35977172851662503,0.0002769902348518372,276.920654296875,276.005859375,0.00019555538892745966,0.006247460842132568,0.0,0.01367231085896492,274.1669921875,281.9444580078125,0.18845992535352707,0.22003678219334688,40.875
