datetime,iteration,island,cvMseMean,cvMseStd,cvSmapeMean,cvSmapeStd,holdoutRmse,holdoutSmape,holdoutMape,holdoutMse,holdoutIoa,full_parameters
1550956505,2,5,322.78518755156546,91.73025695351485,14.452716711258102,4.285465842567932,20.137388218117948,14.203883222434822,inf,405.51440424719556,0.8659375899750127,"[13.35668548048562, 511.99210950431757, 0.608884851177254, 73.96414044301227, 94.17497816164067, 145.50433731599668, 0.19814822301649052, 0.1844521209954233, 0.12810390854195275, 0.08047006757645535, 0.03219961763777816, 0.2391426631161071, 0.6426171382205531, 0.920822832133144, 0.11724926925176005, 0.9107096628463235, 0.32129220955332294, 0.845195680566173, 0.6483164225917769, 0.3728979991153329, 0.37278274616459894]"
1550957314,3,2,302.5529897406864,49.61850929799833,14.640178925970037,4.576390586928864,27.218607197270114,19.548531070663376,inf,740.8525777592844,0.8355349340057749,"[23.365521317429376, 550.4773836524564, 2.461630079427394, 451.8027413392613, 220.0308711835257, 403.4647924566038, 0.16768596812946357, 0.05704623034561564, 0.06840010912321326, 0.010777415605998222, 0.1331355397324306, 0.11561608839223357, 0.17688926806780092, 0.44225832332677606, 0.4402847703743434, 0.8559678532281808, 0.585536944969118, 0.5697586176644794, 0.47827259428659363, 0.885665580724754, 0.4440610821887148]"
1550965911,5,5,336.11317978066273,65.50500056051393,15.324896124996116,4.774092714107563,27.789514998175452,20.572586395554392,inf,772.2571438338184,0.8214896903527228,"[8.158307799247595, 373.623785687803, 2.1969359230972207, 430.4831299448148, 167.14673049929246, 206.7407246711939, 0.07391744057679508, 0.2132623801784858, 0.06714135341151267, 0.21236436451049723, 0.23967495980874975, 0.14630770333778131, 0.30608950580469285, 0.6667668844206207, 0.834730653207867, 0.5498623273157365, 0.639116758166945, 0.6237159651795567, 0.6461287796920235, 0.08035046085756914, 0.39576866181037523]"
1550966494,6,2,287.50803586756246,65.37039870093695,14.471914266510742,4.564815156518788,23.093550315857957,16.779500573888537,inf,533.3120661910631,0.8595764093410245,"[28.656154225796705, 440.05674022580496, 0.3927716733025126, 511.6488091262106, 239.02091363888852, 294.69719665218736, 0.17384613091726747, 0.167463488103139, 0.1401029632899424, 0.20824745734153205, 0.0190067187387319, 0.022512762768104252, 0.5174532182371743, 0.6888196960390708, 0.3069176100144755, 0.8319632262568234, 0.5915979832212019, 0.2773091939546464, 0.9227280125771783, 0.7604669895795384, 0.054892337300798566]"
1550970109,9,5,267.18475939203995,48.00901236127233,13.858527494538695,4.332857881212671,21.685684667335913,14.537470464738679,inf,470.26891949112786,0.8701282452925093,"[17.98009314639051, 479.7920814998981, 1.0466585491688432, 391.3410728009777, 354.5081020805412, 478.1172553216321, 0.2171034809573821, 0.015622329891753897, 0.12253653237776911, 0.09343788995930015, 0.15935580037733682, 0.13446368906454606, 0.15461162305754134, 0.5188795735740798, 0.6064088946354125, 0.8828716671230258, 0.6139470881812736, 0.7104417499428999, 0.6119204584163742, 0.5478992349173796, 0.020486091719432387]"
1550973110,10,2,369.9688788708357,147.47434565347962,15.051065306061176,4.603304455847083,21.138586596119154,14.981554029152344,inf,446.8398432816284,0.8421704239948524,"[16.522501364221732, 437.42395728799517, 0.4789202178530805, 217.96976943951688, 493.4538687605024, 384.93393615714854, 0.014330430721207904, 0.09755015317071167, 0.12409061279031151, 0.015428267506911314, 0.019610599926190034, 0.1975639229700346, 0.03395643232153078, 0.9212707194766008, 0.60303564844643, 0.6916749844761494, 0.038684369311009104, 0.9483271625946315, 0.6045607285804092, 0.6494409493875095, 0.030860110596235724]"
1550973517,11,5,338.4734127290135,73.98587168745844,16.005565616616316,5.287624223954093,23.503262342736864,17.63568654604949,inf,552.4033407515127,0.8553849680854084,"[29.594954454111424, 462.6045355646081, 2.6964406711376836, 280.0282742434342, 373.848680298712, 339.9573023126176, 0.2098270606579821, 0.17143273351278615, 0.07635816978684512, 0.08147159481519056, 0.04071287821306191, 0.22983928532710735, 0.49798870380851434, 0.26435105929548114, 0.6489742682284952, 0.20871058359516137, 0.10055759456715563, 0.3127422728427394, 0.11520397850493874, 0.6353954311608977, 0.014947239878229157]"
1550975571,13,8,302.88447454087634,60.64349721353317,14.589270184219055,4.632587799068073,22.931538674568763,17.577382067078865,inf,525.8554659832429,0.8518515291961306,"[15.755425012016241, 493.21453689442137, 1.439056182915795, 369.59909075865846, 348.07202880162987, 234.97535969933222, 0.1337627110033969, 0.19686026882707602, 0.13941890696738654, 0.13708115553452874, 0.06257889945689751, 0.026088706545200388, 0.23075677726444205, 0.3453349316591875, 0.886947675016323, 0.2097697867148603, 0.07957453094767986, 0.6558230297977353, 0.5466564029856067, 0.5617204287611939, 0.26183288689243345]"
1550976077,14,5,339.35175241841534,54.90240130890115,15.388600222129927,4.6901841530270705,26.753742663636565,16.642825974151336,inf,715.7627465120873,0.8395507560512604,"[28.934936347698116, 440.51657123986394, 2.8419342396681637, 307.6223434872401, 510.37596733301984, 300.7923112365792, 0.04060450315975178, 0.2290932317343424, 0.22683444170925227, 0.07669395373004659, 0.10253819534156858, 0.09192230779865412, 0.9117183019615527, 0.6918142105612571, 0.3516978987955778, 0.605322105697346, 0.11407926781747324, 0.7779886089871171, 0.44619530831723087, 0.7157439252055546, 0.5214062684852017]"
1550976081,5,2,287.40349069693,52.54939358803671,14.307893158520153,4.566677478086042,25.982461431945545,16.606265832999156,inf,675.0883020625377,0.836829989265201,"[19.655475511740807, 484.8926438051923, 1.5516342639468494, 125.38268340746632, 140.6849696651556, 74.85358221193917, 0.07011978653591489, 0.15779880711016792, 0.03740978505131844, 0.17144581582180662, 0.23654319568575022, 0.2346638274393426, 0.12985774456281185, 0.6488058358189359, 0.6335886454455587, 0.2340801902270846, 0.2513479944577588, 0.3480949179235657, 0.421267213797046, 0.5248708265131582, 0.9228411558569954]"
