,CY0002R,CY0004A,CY0006A,10m_u_component_of_wind,10m_v_component_of_wind,2m_dewpoint_temperature,2m_temperature,evaporation_from_bare_soil,evaporation_from_open_water_surfaces_excluding_oceans,evaporation_from_the_top_of_canopy,evaporation_from_vegetation_transpiration,forecast_albedo,lake_bottom_temperature,lake_ice_depth,lake_ice_temperature,lake_mix_layer_depth,lake_mix_layer_temperature,lake_shape_factor,lake_total_layer_temperature,leaf_area_index_high_vegetation,leaf_area_index_low_vegetation,potential_evaporation,runoff,skin_reservoir_content,skin_temperature,snow_albedo,snow_cover,snow_density,snow_depth,snow_depth_water_equivalent,snow_evaporation,snowfall,snowmelt,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff,surface_latent_heat_flux,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,surface_runoff,surface_sensible_heat_flux,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_of_snow_layer,total_evaporation,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,CY0002R-1,CY0004A-1,CY0006A-1
0,0.04775365482991934,-0.5340342880046598,-0.8151606526905936,-1.3093142460166973,0.7935117169042826,-0.1592162133789356,-1.2077594492651795,0.4057402130319265,0.007327459143539302,0.234822309393291,0.9205093661383862,-1.8153503199503824,-0.6323327477182635,0.9998288696830115,0.302991519010097,0.3129508276285972,-1.0890311182112167,0.420421542336068,-1.173019504153865,-0.2002922996040778,-0.0925850349441379,1.4281700130226211,0.030069357028274016,1.8491146844694972,-1.2205747938250644,0.18907632718387413,-0.08943855846818288,-0.19728151885672074,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.229619911778507,-1.220808044356505,-1.041494409352067,-0.06774057739871348,-0.25305832652256166,0.27737500229380296,-1.2939243843006878,1.0161033501897005,0.8766506162518727,0.03764026486240844,1.1890965873778894,-1.3128047904902291,-1.0429556195245733,0.2518091184237096,0.2773653054227287,0.25008704992669334,1.4908919037409152,1.6411666953697521,1.85213297153981,-0.6637627853943304,0.047388376423985065,-0.5343630665274244,-0.8153458554928682
1,-0.31272615958170297,-0.4351344150067035,-0.7171639763193315,-1.2559100315183411,1.393879512215842,0.22617729422195382,-1.1740836276734117,1.162008899093673,0.6730424451068211,-2.194915382924242,1.185844670613432,-1.7921865892782294,-0.6323327477182635,0.9998288696830115,-2.6226312873793503,0.2137299658741599,-1.07972559007612,0.420421542336068,-1.1746019735546707,-0.16724074465608904,-0.05696442195697591,1.671735680169559,0.3125021010551958,2.1405563749904992,-1.2932674471686163,0.18907632718387413,-0.08943855846818288,-0.19728151885672074,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.2767464589338144,-1.2191930011319032,-1.0611821088786333,-0.09265347954174628,-0.24894688184314115,0.07617062508855675,-1.5631136601834827,1.578863958825011,1.6204154887729636,0.3256883136023218,1.4150815585177667,-1.5644427459117245,-0.6619029951941509,0.18200248281641587,0.07615955049577713,1.4309535546575445,1.8402605800128313,1.697901217534667,1.8560925877009011,-0.6503060828964621,0.047388376423985065,-0.5343630665274244,-0.8153458554928682
2,-0.5841363695000115,-0.10882782766312635,-0.3938373625593695,-0.6312441875244416,0.6334136381545333,-0.17685417699620265,-1.0168072803576067,0.5203899294850484,0.23380377618733117,-1.044874774246603,1.2251536046097349,-1.769023135174732,-0.6312235957436428,0.9998288696830115,1.496645624017054,-0.21518046816559122,-1.0215073909452,0.39418914288302215,-1.1736642139097486,-0.134790127070791,-0.02134380896981392,1.4855466666922126,-0.09482467951560106,-0.14889084982679682,-1.0618566864422252,0.17253069320290698,-0.08943855846818288,-0.18399478648817544,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.1414871482672828,-1.1578853207049382,-1.0751853317813318,-0.11797478991663209,-0.24613775341034339,-0.03273236405941084,-1.3468212717417245,1.3869609873637647,2.069153628527355,-0.0897671086820876,1.3552228585239807,-1.361139215512923,-0.6318203817094421,0.7869933247462949,-0.03274389921561962,-0.25170486708517575,1.7427571795783932,1.8687801950075662,1.8728813602239271,-0.6368259977704479,-0.31315878318312107,-0.43544398116523525,-0.7173393655312299
3,-0.646317036787797,-0.38284976902408824,-0.6653568164491642,0.12746438533232757,0.8569402031763161,-0.20497885725732135,-1.2836410754530874,0.4914503594433575,0.2568230821968364,-0.5106937198220887,1.0703746769992917,-1.7464258170967961,-0.6264172705202862,0.9998288696830115,-0.4459679194254874,-0.6247020154542774,-0.9493504490404903,0.41698534943630416,-1.1822212706696609,-0.10193888457703247,0.004099486021016074,1.5737962810849329,0.32611769846786065,3.579822354267863,-1.2523751042334539,0.18907632718387413,-0.08943855846818288,-0.19728151885672074,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.2038085936187695,-1.158684847053751,-1.0827118165097978,-0.14315024020871325,-0.24332862497754562,0.17909137129949038,-1.4317073800285012,1.3903498559703502,0.6678329937092088,0.3393069715231219,1.3387519781280603,-1.4400211718724354,-0.6453123539357564,-0.4927949947207569,0.17908014933306954,1.326399095485843,1.9681551314558776,1.8393738401125637,1.8876111323431857,-0.623856433358949,-0.5846196982253019,-0.1090740052568641,-0.3939803731737206
4,-0.7521922270345673,-0.7822288737447547,-1.061088617596819,1.5994991909513099,0.7695500029889641,-0.7705944620912238,-1.330885236258273,0.6837894377955883,0.1327353700919414,-1.340759078796308,0.2915664221975369,-1.7232620864246493,-0.624753542558355,0.9998288696830115,0.44342141371679783,0.4299906257898836,-1.124708825872039,0.420421542336068,-1.2130501189964675,-0.06928795453750419,0.03463144001001207,1.2769283935707356,-0.07129480930220494,-0.2612106394310046,-1.438391112631928,0.18907632718387413,-0.08943855846818288,-0.1972826179329362,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.3620426845168594,-1.2065285037667086,-1.0886933912150523,-0.16777142218613678,-0.2391095508562555,-0.14017833101204147,-1.5356633615484316,1.0994047862959235,-0.9297964907955649,-0.06604176221342212,1.457493489491638,-1.5371811619452027,-1.053199985443233,-1.0745169581148712,-0.14018890932842035,-0.14317385961339782,1.8023549300337636,1.9740923529089243,1.9164371379959284,-0.6098892101465655,-0.6468119821668539,-0.38314917832769224,-0.6655270175846466
5,-0.9807481932815629,-1.4153140480310378,-1.688392182903308,1.1573318962752428,1.6246837675146002,-1.0245704646769238,-1.4122646432335593,0.5239913291234862,-0.049276981204238006,-0.4580398650385242,0.4094932241864462,-1.7000983557524942,-0.6240141079086079,0.9998288696830115,-0.07148820020771456,0.9098459484994368,-1.177746426356319,0.420421542336068,-1.244406457123543,-0.03643671204374567,0.07025205299717405,1.325030950937559,0.008286741371669114,1.4389723903901463,-1.4699733886871575,0.18907632718387413,-0.08943855846818288,-0.1972826179329362,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.383993486326212,-1.273304944419553,-1.1079651534276769,-0.19256763626292586,-0.2349012396791523,0.0216306558134702,-1.4810619086310326,1.2870248642503497,-1.7806184283007525,0.014998636553667557,1.349682246908853,-1.485414423077824,-0.9508508987515977,0.36815351110253247,0.021620309567138864,0.19206756890127988,1.7399438696190093,1.9191762449159606,1.9383734115283717,-0.5949243281332974,-0.7527069521213887,-0.7826058667357216,-1.0612984481354522
6,-0.6664837396919435,-1.2143646245511128,-1.4892779169005517,2.668364997163469,-0.14655355793970423,-1.212904424148438,-1.6672146559028407,0.8633481107407026,0.02879455879488698,-2.2543273931437944,-0.16048631875994843,-1.6769346250803392,-0.6240141079086079,0.9998288696830115,1.7775054134304558,1.6687599448933448,-1.2285944908088118,0.420421542336068,-1.2716600968040852,-0.0035854695499871487,0.10078400698617004,1.1612332845564444,0.7113608546864327,0.5152753692674318,-1.677912751295872,0.18907632718387413,-0.08943855846818288,-0.1972826179329362,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.09743762821108136,-1.5020217118190746,-1.2912623062138884,-1.1266625260162872,-0.2175097104225196,-0.23068216555786217,-0.48534270475444513,-1.4416726693304172,1.3918551386436766,-2.1175664538822767,0.7318913567700397,1.2866339867941783,-1.4479679868991737,-0.8863775612871048,-1.0977858365639526,-0.4853556952210542,2.3700057284212797,2.0631413598213926,2.2938962038965602,1.9884229598045624,-0.5799594461200294,-0.9813056174200663,-1.4158140246274447,-1.6886648329217386
7,0.06287868200802899,0.6729221236795122,0.38077330844278157,1.4002955052379955,-0.38063765316051845,-2.460076559560608,-2.0013541517240236,0.41755979955751066,-0.33186945378836463,0.35211850617934914,-1.1628641356656768,-1.6543373070024114,-0.6240141079086079,0.9998288696830115,0.9115210627391339,2.010695129863542,-1.2858156690681144,0.4204202328113349,-1.3888214424415124,0.02926577294377137,0.13131596097516604,1.1489125653517116,-0.09924543906627016,-0.3369572468327592,-1.852318430388575,0.18907632718387413,-0.08943855846818288,-0.1972826179329362,-0.08753838208240072,-0.08762742507393045,0.049217221265679144,-0.04715442490813507,-0.0974733005901787,-1.6738853086127305,-1.4587950573441213,-1.1603534484455518,-0.24236426853243054,-0.22711607647957927,0.11530059136498302,-1.7105472393424752,0.7040900230395586,-1.114948867394376,-0.09493310409951912,1.5506831390872025,-1.69952200273103,-1.7370211023425677,-0.5160638732565215,0.11528917462612855,-0.2808268616181568,1.8304139951549876,2.179780973102054,2.047817202220929,-0.5625121084186229,-0.666982452634384,-1.2148255645603205,-1.489530627203504
8,-0.26483024018435514,-0.17812073243736343,-0.4624974544092945,0.26398949923149684,-3.386049227485373,-3.356784225760697,-2.2455536292603258,0.5592829719697393,-0.24377863699564137,-1.7360440215003894,-2.2242053535658597,-0.6711042291219413,-0.362069383235671,0.9998288696830115,-0.6566127614855387,2.4509092063816467,-1.3458715145114275,-1.3123428940817756,-1.5336466976041352,0.061916702983299654,0.16184791496416204,0.8512013997091658,0.053674473702187274,0.03091016778125509,-2.035619911090207,-1.0119559161851421,21.63457446924107,4.466035116866694,21.293793409601317,19.29652160173375,-22.924174137113205,35.55652651865676,8.332856376587252,-1.866828737063518,-1.7101021793029585,-1.225536767501819,-0.26870659948694886,-0.2222440173152819,-0.632518392369095,-1.2209770288140667,0.35013856401009674,-0.5664786197337471,0.06081951888615509,1.145000115960388,-1.210392739848968,-2.5154110103209684,-0.30664396643464026,-0.627294159436116,0.7029725008869125,1.8596576118380574,2.090159131770115,2.080919593327649,-0.5450530794031417,0.0625162292746325,0.6728278094234005,0.38070786894724623
9,-0.6387545231987422,-0.7179754531969099,-0.9974219872129371,0.5456290676775387,-0.5329812192353346,-2.776972862009418,-1.8523321326655915,-0.02435945237574604,-0.30430842491135457,0.5314756082479287,-0.8090837296989495,-0.9552193308158748,-0.6107042842131587,0.9998288696830115,-0.3991579545232538,2.563788636130761,-1.3909915963093331,-2.536130423895232,-1.6623542088696632,0.09476794547705818,0.19746852795132402,1.1325868578352802,-0.0733629642857164,-0.4360256244450123,-1.6722438581137113,-2.117021668581781,15.257497581055267,4.538064175722264,14.829954905025748,13.351770512860288,-5.994863795289634,-0.04715442490813507,14.972569387820684,-1.7074294293401595,-1.7948199912231622,-1.3136362519023888,-0.29618663908734333,-0.21658270867293852,-0.004801005009153525,-0.9778362311963337,-0.08854700138151489,0.9293903072124591,-0.06881229479523907,1.079985686407527,-0.9862492710281551,-2.780117242545605,-0.9349036869002839,-0.0034330451372148467,-0.3397289411240799,1.7146981144571691,2.017006927367001,2.1018263666582095,-0.5270952209872201,-0.2652539158227369,-0.1783803709232634,-0.462647340787616
