,CY0002R,CY0004A,CY0006A,10m_u_component_of_wind,10m_v_component_of_wind,2m_dewpoint_temperature,2m_temperature,evaporation_from_bare_soil,evaporation_from_open_water_surfaces_excluding_oceans,evaporation_from_the_top_of_canopy,evaporation_from_vegetation_transpiration,forecast_albedo,lake_bottom_temperature,lake_ice_depth,lake_ice_temperature,lake_mix_layer_depth,lake_mix_layer_temperature,lake_shape_factor,lake_total_layer_temperature,leaf_area_index_high_vegetation,leaf_area_index_low_vegetation,potential_evaporation,runoff,skin_reservoir_content,skin_temperature,snow_albedo,snow_cover,snow_density,snow_depth,snow_depth_water_equivalent,snow_evaporation,snowfall,snowmelt,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff,surface_latent_heat_flux,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,surface_runoff,surface_sensible_heat_flux,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_of_snow_layer,total_evaporation,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,CY0002R-1,CY0004A-1,CY0006A-1
0,106.0625,66.5375,66.5375,-2.2826080322265625,-0.267608642578125,282.666259765625,288.53466796875,-0.0002590564254205,-0.0003624415257945,-5.749898264184594e-05,-4.423782229423523e-09,0.1725056655704975,284.010986328125,-273.15,0.0001922607422102,11.486327171325684,285.9510498046875,-272.3499970078468,11.924829101562525,1.882293701171875,0.4869384765625,-0.0015230132266879,1.4661229215562344e-05,0.000119086354914,291.500244140625,0.8800005316734314,0.0,100.0,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,288.7388916015625,285.5126953125,287.9515380859375,294.0845947265625,4.254496684674703e-07,-1698045.5,6971790.25,-2677793.25,99618.75,1.4232355166399202e-05,-1458790.5,8425483.875,13052234.125,273.1602020263672,-0.0006790006300434,0.0011088542173069,0.3396568298339844,0.3393058776855469,0.3064613342285156,0.1855533123016357,106.0625,66.5375,66.5375
1,100.7,68.49999999999999,68.49999999999999,-2.170257568359375,0.4540557861328125,284.4293212890625,288.8031005859375,-9.771628538146616e-05,-0.0001612668856978,-0.0005166420014575,-2.852175384759903e-09,0.1728176735341549,284.010986328125,-273.15,-0.0017150878906022,10.869139671325684,286.0091552734375,-272.3499970078468,11.921533203125025,1.8873291015625,0.48736572265625,-0.0010608113370835,4.276091931387782e-05,0.0001342743626082,290.686279296875,0.8800005316734314,0.0,100.0,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,288.2501220703125,285.5250244140625,287.8302001953125,293.9803466796875,4.365673317019425e-07,-1939673.5,5897127.5,-2110091.25,100031.25,4.233513027429581e-05,-940627.25,7129290.25,13630929.6875,273.16015625,-0.0007756212726235,0.0033288835547864,0.3756599426269531,0.3434715270996094,0.3066520690917969,0.1857591271400451,106.0625,66.5375,66.5375
2,96.6625,74.975,74.975,-0.8561010360717773,-0.460052490234375,282.5855712890625,290.0567626953125,-0.0002345973916817,-0.000294001889415,-0.000299320963677,-2.619344741106033e-09,0.1731296777725219,284.01171875,-273.15,0.0009704589843977,8.201170921325684,286.3726806640625,-272.3511910080909,11.923486328125025,1.89227294921875,0.48779296875,-0.0014141325373202,2.235319698229432e-06,1.4963559806346848e-05,293.2774658203125,0.87934809923172,0.0,100.18446350097656,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,289.6529541015625,285.9930419921875,287.743896484375,293.8743896484375,4.4416343145115e-07,-2070456.0,6760614.25,-2303679.25,100280.125,1.8021346477326008e-06,-1077877.875,8176512.0,13676615.4375,273.1605529785156,-0.0008279175963252,0.0001654852821957,0.3656120300292969,0.35601806640625,0.3074607849121094,0.1859652996063232,100.7,68.49999999999999,68.49999999999999
3,95.7375,69.537499995,69.537499995,0.74005126953125,-0.1913652420043945,282.4569091796875,287.9298095703125,-0.000240771274548,-0.0002870456082746,-0.0001983777619898,-3.536115400493145e-09,0.1734340563416481,284.014892578125,-273.15,-0.0002960205077897,5.653807640075684,286.8232421875,-272.3501534104347,11.905664062500025,1.89727783203125,0.48809814453125,-0.0012466658372431,4.411555710248649e-05,0.0002092793583869,291.1441650390625,0.8800005316734314,0.0,100.0,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,289.006591796875,285.9869384765625,287.697509765625,293.76904296875,4.517595312003575e-07,-1816075.125,6421730.25,-2300260.625,99502.9375,4.3663804717652965e-05,-1115644.125,7770189.0,13656125.5,273.1597137451172,-0.0007261979626491,0.0031323211442213,0.3888397216796875,0.3538589477539062,0.3081703186035156,0.1861636638641357,96.6625,74.975,74.975
4,94.1625,61.6125,61.6125,3.836881637573242,-0.2964115142822265,279.869384765625,287.55322265625,-0.0001997382205445,-0.0003245440893806,-0.0003552336711436,-8.149072527885437e-09,0.1737460643053054,284.0159912109375,-273.15,0.0002838134765852,12.214354515075684,285.728271484375,-272.3499970078468,11.841455078125025,1.902252197265625,0.48846435546875,-0.0018100165762007,4.576344508677721e-06,9.110197421335895e-06,289.061279296875,0.8800005316734314,0.0,99.99998474121094,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,287.365478515625,285.6217041015625,287.66064453125,293.666015625,4.631682327393971e-07,-2199488.75,6006715.125,-2593760.375,98616.875,4.116845957469195e-06,-843380.5,7269715.375,13036676.25,273.1593322753906,-0.0008795135654509,0.0003695236046041,0.3717536926269531,0.3637504577636719,0.3095588684082031,0.1863772869110107,95.7375,69.537499995,69.537499995
5,90.7625,49.05,49.05,2.906661033630371,0.7314910888671875,278.70751953125,286.904541015625,-0.0002338290796615,-0.0003795470111072,-0.0001884278608486,-7.450580596923828e-09,0.1740580722689628,284.0164794921875,-273.15,-5.187988278976263e-05,15.199217796325684,285.3970947265625,-272.3499970078468,11.776147460937525,1.907257080078125,0.4888916015625,-0.0017187348566949,1.2494041584432123e-05,9.77124591372558e-05,288.7076416015625,0.8800005316734314,0.0,99.99998474121094,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,287.1378173828125,285.1119384765625,287.5418701171875,293.562255859375,4.7454783044798e-07,-2005171.0,6224696.125,-2404492.875,98145.0,1.2023374438285828e-05,-1090582.0,7536367.1875,13192111.375,273.1602783203125,-0.0008018114604055,0.0009997775778174,0.3653221130371094,0.3597183227539062,0.3106155395507812,0.1866061687469482,94.1625,61.6125,61.6125
6,95.4375,53.0375,53.0375,6.085535049438477,-1.397602081298828,277.845947265625,284.872314453125,-0.0001614317006897,-0.0003559543110895,-0.0005278689786791,-1.0826624929904938e-08,0.1743700802326202,284.0164794921875,-273.15,0.0011535644531477,19.919920921325684,285.07958984375,-272.3499970078468,11.719384765625025,1.912261962890625,0.4892578125,-0.0020295651629567,8.244402124546468e-05,4.9575497541809455e-05,286.3792724609375,0.8800005316734314,0.0,99.99998474121094,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,4.896867356052326e-10,285.9136962890625,284.974853515625,287.4266357421875,293.4578857421875,4.859565319870196e-07,-2613999.5,6381946.625,-2298742.125,97958.125,8.196543785743415e-05,-1235146.0,7729254.75,13290025.5,273.1593170166016,-0.0010452654678374,0.0050943018868565,0.3986282348632812,0.3872315883636474,0.3130264282226562,0.1868350505828857,90.7625,49.05,49.05
7,106.2875,90.48749999625,90.48749999625,3.417801856994629,-1.6789798736572266,272.1405029296875,282.2088623046875,-0.0002565348695497,-0.0004649445763789,-3.533373819664121e-05,-1.6763806343078613e-08,0.1746744588017463,284.0164794921875,-273.15,0.0005889892578352,22.046874046325684,284.7222900390625,-272.34999706745145,11.475366210937525,1.917266845703125,0.4896240234375,-0.0020529455505311,1.7954911868400814e-06,5.162786692380857e-06,284.4263916015625,0.8800005316734314,0.0,99.99998474121094,-7.345364722995101e-24,-7.345364920210386e-25,0.0,0.0,0.0,284.1312255859375,283.6959228515625,287.218994140625,293.3538818359375,4.955995116517897e-07,-1892682.0,5308540.25,-2992546.25,98514.1875,1.298125653192983e-06,-629705.0,6433493.5,11998173.375,273.1596984863281,-0.000756830908358,0.0001107359248635,0.3746452331542969,0.3788528442382812,0.315887451171875,0.1871019005775451,95.4375,53.0375,53.0375
8,101.4125,73.59999999749999,73.59999999749999,1.027269423007965,-5.291596412658691,268.038330078125,280.2623291015625,-0.0002263000642415,-0.0004383241175673,-0.0004299299325793,-2.3050233721733093e-08,0.1879182904958725,284.189453125,-273.15,-0.0004333496093522,24.785155296325684,284.3472900390625,-272.42886593341825,11.173730468750025,1.9222412109375,0.489990234375,-0.0026178965345025,1.700974041796144e-05,2.4333596172709804e-05,282.3739013671875,0.832641065120697,4.9052734375,164.74215698242188,0.0049905776977539,0.0007863147184252,-1.8847567844204605e-05,0.0007691462524235,0.0001157259684987,282.130126953125,281.7774658203125,286.8172607421875,293.24365234375,5.087739350650988e-07,-2790744.0,7263012.125,-3349605.625,98818.375,1.6493788166371814e-05,-1559899.75,8953011.0,10816051.125,273.1598358154297,-0.0011134254746139,0.0019602789834607,0.3776588439941406,0.3722724914550781,0.3174819946289062,0.1873689293861389,106.2875,90.48749999625,90.48749999625
9,95.85,62.8874999975,62.8874999975,1.6197757720947266,-1.8621025085449217,270.6907958984375,283.396728515625,-0.0003508126246742,-0.0004566158168017,-1.4409597497433424e-06,-1.4668330550193788e-08,0.1840913519263267,284.0252685546875,-273.15,-0.0002655029296647,25.487303733825684,284.0655517578125,-272.4845681428909,10.905664062500025,1.92724609375,0.49041748046875,-0.0020839259959757,4.370580427348614e-06,-1.582936117916662e-20,286.4427490234375,0.7890657782554626,3.46533203125,165.74215698242188,0.0034818649291992,0.0005451668985188,-4.958616045769304e-06,0.0,0.0002068715402856,283.7833251953125,281.1307373046875,286.2742919921875,293.128662109375,5.240825498853408e-07,-2036913.0,8233683.625,-3792143.125,99648.0,3.846545032271109e-06,-1708972.0,10107579.8125,10414048.0625,273.159423828125,-0.0008138422854244,0.0,0.3627204895019531,0.3669013977050781,0.3184890747070312,0.1876435875892639,101.4125,73.59999999749999,73.59999999749999
