datetime,iteration,gpu,cvMseMean,cvMseStd,cvSmapeMean,cvSmapeStd,holdoutRmse,holdoutSmape,holdoutMape,holdoutMse,holdoutIoa,full_parameters
1545517849,1,0,289.87689483790524,35.74891890514367,0.23918432234045017,0.015933972907969274,15.203312165092528,0.20394275645100898,0.3565260140186896,231.14070078925045,0.9047536711121351,"[7.280825896092388, 350.4112592014626, 0.33438684943773, 206.27179171454557, 65.64928121134471, 261.11725466535484, 0.09534526418661456, 0.2249016705283096, 0.23463747615395744, 0.05524711845579378, 0.11726001915832275, 0.17495185758958076, 0.3904624961991491, 0.5465365378219231, 0.7862138937223047, 0.20344000307954968, 0.9770101638987694, 0.335508081421777, 0.32449508117776726, 0.0029333295424265327, 0.37959831921449816]"
1545517904,2,0,290.82484320107255,35.95818936166427,0.2409702642586602,0.01656537497453163,15.31166238949772,0.2080788936536509,0.3754144883516365,234.447005129959,0.9012319570463775,"[57.868453041661574, 409.9989271437759, 1.6522589023689784, 235.84655167042425, 159.45913800983251, 305.7694757358656, 0.16139641899618035, 0.04613041788937567, 0.08798038553219023, 0.19597143032696723, 0.0455150229795994, 0.17072916723810594, 0.3677297750930604, 0.198551902756904, 0.8857091962557562, 0.574325662109602, 0.5981176844560178, 0.5605703651674093, 0.2016071823493537, 0.8479310758049385, 0.293072073778466]"
1545517943,3,0,291.7533908422773,37.08573926414245,0.23961692826037495,0.016861977936495354,15.190508125551085,0.20175707401024873,0.34619920060577253,230.75153711243354,0.9055082812152245,"[51.30022928078512, 248.4053854154593, 2.1546816654454317, 279.831053801605, 252.38103428114601, 151.447009395518, 0.05405490278006789, 0.11912550857101468, 0.07328251011395523, 0.03135535483484984, 0.1466622699362411, 0.03794613724729294, 0.258342743044232, 0.2528184340324969, 0.9107121424610876, 0.1476564141803104, 0.2462085074963304, 0.6309248493404698, 0.3573621311084828, 0.7131186563741516, 0.5064450733529445]"
1545517982,4,0,290.31025808731533,33.35670081429507,0.24051168681050772,0.014655688943561104,15.455673282244868,0.21258590532683733,0.4110390785784635,238.87783660749787,0.8965784336164389,"[50.08295206433605, 398.21235916250953, 2.626821684480544, 95.87071941957478, 126.73558096888095, 504.97786013187545, 0.23396323855980886, 0.12725683462532703, 0.19152710681469923, 0.20993241620076433, 0.09822423465206762, 0.0700406505656945, 0.9508812810324027, 0.10291858684573767, 0.7591811083089681, 0.7681125227780338, 0.6407645346575187, 0.5127379332518844, 0.10536840547287518, 0.5200897969589517, 0.7243544840677192]"
1545518107,5,0,289.4602195364874,35.83345479170691,0.2392065074332853,0.01617364209486981,15.215842851389997,0.20398770404547711,0.3600974200660138,231.52187367819607,0.9039671995506923,"[16.069693270039984, 325.1214802363571, 0.3625036526011046, 443.7914146243482, 137.17494553279553, 158.63945373431005, 0.09669470644621875, 0.0490303196486289, 0.2438994918625361, 0.10335648869778533, 0.16559138797116915, 0.08033469220023619, 0.9645289512197162, 0.7874079598771494, 0.1162248238347775, 0.10712584896024102, 0.1594750027966435, 0.9212894466794062, 0.2511136247871496, 0.7969866230536773, 0.18249938981986458]"
1545518365,6,0,290.6702463208399,35.012748980643934,0.24019193507571818,0.015424600401768351,15.180360715771856,0.20500417930507905,0.35610228554193973,230.44335146094943,0.9042380704817959,"[7.0, 500.0, 2.09385921970172, 249.5930611632196, 55.18082211519035, 257.9253232283669, 0.1381976251611, 0.235071216693959, 0.25, 0.050976861743123256, 0.14834769540044773, 0.16118921255304966, 0.8607564841814076, 0.492952476420412, 0.9935924440061461, 0.2748450451958384, 0.9809426491164703, 0.179466666001401, 0.26074582484787867, 0.0, 0.0]"
1545518415,7,0,289.7554446744431,35.575924483499776,0.23862490989281687,0.016410821444790835,15.218643502329048,0.201636274997742,0.34890244905685625,231.60711005098213,0.9046148499714779,"[62.0, 500.0, 3.0, 505.5706752353144, 69.37575123564744, 410.29112102865236, 0.05894805727233754, 0.03485821310906735, 0.2071062683949763, 0.11092852960115274, 0.01, 0.09544472279545996, 0.33502458541335167, 0.6032428271590328, 0.677750733448172, 0.6275018221377189, 0.6305687930727952, 0.4387079713681445, 0.07626406610737094, 0.3811122485545422, 0.5212745514140161]"
1545518447,8,0,289.06536019885505,35.3071014330047,0.23845753072042344,0.016645981486733824,15.224170408758091,0.2029866290688945,0.36151440043844396,231.7753646349055,0.9028617196388936,"[62.0, 153.08457350457343, 1.3675032503182876, 377.07695505722876, 156.9464669157328, 321.91432343884424, 0.07375874711430304, 0.11857877694043398, 0.01, 0.01, 0.19624896399341943, 0.01, 0.9828354433294477, 0.21900484155316952, 0.7662626334491123, 0.8069263874311465, 0.0, 0.6869317291101724, 0.0, 0.8215163546901975, 0.0]"
1545518532,9,0,289.67975451397,35.940053152051206,0.23810633712878498,0.015525071459474779,15.267176470376802,0.20438827734075582,0.36177266420225973,233.08667737762707,0.9030060282733756,"[32.269684115953126, 478.4579158867764, 2.4914987273745344, 291.55476719406147, 32.0, 512.0, 0.0812481431483004, 0.01, 0.1445004524623349, 0.22335740221774894, 0.03443050512961357, 0.05488258021289669, 1.0, 0.620275664519184, 0.34191582396595566, 0.9436131979280933, 0.4991752935129543, 0.4678261851228459, 0.0, 0.355287972380982, 0.0]"
1545518586,10,0,288.7353355254324,35.09016610780712,0.2388693258415793,0.016144934022082308,15.250836480415462,0.20506382853378596,0.37005732988932866,232.58801335237106,0.9018054727303384,"[59.85398642656229, 413.5144903223695, 2.920468156578772, 422.09176754922316, 127.2488331206444, 283.0645569860729, 0.10518696290639382, 0.01, 0.01, 0.01, 0.11794518279021549, 0.01, 0.7899261252637926, 0.8196589474729284, 0.484972365999051, 1.0, 0.006948795767877103, 0.12359473885291916, 0.33829279685416, 0.4014890451247709, 0.0]"
1545518765,11,0,289.61119706282983,35.58757720579615,0.23921455590559337,0.0160106321602992,15.237376581334457,0.20622466962113936,0.38223335806842046,232.17764508139976,0.9009630188759674,"[16.29150624552946, 483.1083926393976, 2.828411527907976, 277.9682523527871, 71.46870246768287, 262.49636035987396, 0.13735919055989432, 0.20457633289243865, 0.23311076898997418, 0.03499215335211825, 0.15673285827055436, 0.10345618275679125, 0.9455041588863162, 0.5644392297424616, 0.8020134664679947, 0.6323539007233139, 0.8886478707998509, 0.10847610915766806, 0.2541397066085352, 0.0, 0.0]"
1545518809,12,0,292.7421939233378,37.40924431722044,0.2392886693522534,0.017081485682055905,15.255557816654965,0.20073040266387238,0.3345636146224791,232.73204429730242,0.905871384633453,"[32.52810687144522, 419.4040713055802, 1.133620676149611, 512.0, 90.03989042301292, 268.31350368941605, 0.01, 0.01, 0.06435526034077495, 0.01, 0.01, 0.01, 0.9171934355423814, 1.0, 0.08956949707160133, 0.0935838341623583, 0.019504356457151307, 0.6781419274037136, 0.0, 0.5175300784237503, 0.11410123881777506]"
1545518860,13,0,289.0505652191554,35.5573384532226,0.2385029983880278,0.016180577114149275,15.220730409238339,0.2033535374742395,0.3594659357439149,231.6706341907127,0.9033744332968748,"[62.0, 150.0, 1.3609988019929746, 439.0988859380652, 109.17962142796944, 394.17485765018796, 0.08480679124111429, 0.11134350228054074, 0.01, 0.01, 0.2092242783999213, 0.01, 1.0, 0.49633741414665217, 0.6026657934708499, 1.0, 0.0, 0.5035622650005864, 0.0, 0.8238831146706391, 0.0]"
1545518995,14,0,292.9079292657903,37.74080534764805,0.23930653637438348,0.0172535051746754,15.227681288154875,0.2005803097737488,0.3436593319251205,231.88227741362212,0.905958252652185,"[23.980696461802967, 500.0, 2.6092356434674016, 445.08424334290174, 32.0, 490.6761242759474, 0.01, 0.01, 0.09760146024183342, 0.13882416662715574, 0.03112549343559574, 0.04040016529292421, 1.0, 0.9201495859858657, 0.18918583926791305, 1.0, 0.32463624755858056, 0.2857784518654678, 0.0, 0.28027595171225084, 0.0]"
1545519048,15,0,295.5592694373262,34.94785139117883,0.24337027864847588,0.01460898935103283,15.384829286916425,0.21120043542617317,0.4089983946675044,236.69297218756137,0.898896737197831,"[60.28097963984343, 397.27173548355427, 3.0, 399.63765132383475, 137.3732496809666, 338.59683547910936, 0.1577804443595907, 0.01, 0.01, 0.01, 0.17691777418532323, 0.01, 0.6848891878956889, 0.7294884212093926, 0.7274585489985765, 1.0, 0.010423193651815654, 0.18539210827937874, 0.50743919528124, 0.6022335676871564, 0.0]"
1545519149,16,0,288.82878515706057,34.71637216283959,0.23890404636090384,0.01566183916068438,15.257154185892297,0.20527247440084395,0.36482018934099003,232.78075385209084,0.9020215003984704,"[24.747254858631294, 468.64760415417993, 3.0, 324.15145562025015, 96.33657344171664, 269.71817771737875, 0.12380906295375724, 0.13416638830943628, 0.1370970785419392, 0.02124424153799128, 0.1442591737995066, 0.0574549976057251, 0.9423361909613248, 0.724160284479257, 0.6803118301404009, 0.8477385357336737, 0.8033953632790853, 0.07409770434233628, 0.2700850226435695, 0.03796433201644195, 0.0]"
