datetime,iteration,gpu,cvMseMean,cvMseStd,cvSmapeMean,cvSmapeStd,holdoutRmse,holdoutSmape,holdoutMape,holdoutMse,holdoutIoa,full_parameters
1545517678,1,1,303.654674289457,34.12248779661735,0.24499170391181269,0.013067488392122002,15.475041413888766,0.21314216091575586,0.42958098300424674,239.4769067615724,0.8973045073882748,"[57.39103543444259, 439.2385419638581, 0.6752246688118761, 91.1713595419856, 238.48044480431895, 329.8727137392604, 0.03781424566613477, 0.020112165231523205, 0.04259916098074483, 0.18445593843030858, 0.22333314734172693, 0.19890260992733177, 0.8986419986928941, 0.5341382024490391, 0.2089531020141412, 0.346180201285329, 0.021007893029105495, 0.7572945904549382, 0.5141491489737438, 0.2036765527214089, 0.1373286987442195]"
1545517723,2,1,296.0222311628119,36.50031479657275,0.24183496479617933,0.015049294552983372,15.358996710599637,0.20603218784526572,0.3743091916207331,235.8987799562105,0.905063459209398,"[32.64851425058969, 363.54905216678196, 1.5339346477729339, 402.34516054373245, 39.507470899367874, 422.176970664062, 0.039746254838808476, 0.1274978291136415, 0.2189750247360467, 0.07562053577011263, 0.017726761604966265, 0.024623279419724378, 0.6161271554568523, 0.5769501089025735, 0.40762991637296075, 0.22239962557973558, 0.39694848286080087, 0.06508180634813654, 0.888686403231547, 0.09411319727452455, 0.5211808933643033]"
1545517806,3,1,305.1972042400016,34.1642016108928,0.24437894233933927,0.012631578408011157,15.432737749247368,0.2128430517555133,0.43222449341868857,238.1693944370447,0.8959378487063058,"[37.27556566055642, 250.37536914341746, 1.4718729228418042, 80.91672757156263, 236.36636912121594, 453.94531302228097, 0.01579602171911086, 0.0934530386585003, 0.061614912260274685, 0.20392792673054616, 0.16715606142024636, 0.08269071324691962, 0.9279076653379776, 0.7352726234829785, 0.34203989630911913, 0.853656603937522, 0.26751747293173017, 0.007359893019840413, 0.9476025108312793, 0.9750297483935627, 0.5303479503693656]"
1545517927,4,1,289.1428331549593,35.11419809945686,0.23797426067561675,0.015327479579965747,15.205777615204456,0.2033824627095663,0.35454844582091644,231.2156728830529,0.9040166994999356,"[26.592891228212558, 419.1554467780007, 1.9872984165570928, 169.92840801734587, 230.06035427039896, 150.7646235423577, 0.07626716557354492, 0.036304260762549626, 0.035562185899323986, 0.22015992738308698, 0.06730973835539028, 0.07696219893014188, 0.14070655267554366, 0.0656952880235091, 0.5143819466528485, 0.6698885195479717, 0.06944640207204128, 0.8731806744414885, 0.2878149425610782, 0.894133453804808, 0.35051214306455525]"
1545517968,5,1,291.0833361791317,36.910805089634636,0.23925345794608566,0.016777062201921822,15.227393060523914,0.20219460819888888,0.34680595630324373,231.87349941969185,0.9048680076266478,"[55.76634858416223, 391.2988031853135, 0.49475293530777975, 206.60655646435532, 74.89692455345238, 241.6742926682299, 0.05718059350974583, 0.16117794188870296, 0.22145411030086098, 0.1524961071648685, 0.1824425216326398, 0.13734032970499854, 0.6708864281996927, 0.014518187215319944, 0.18650894250119965, 0.1808575134812912, 0.45218257703950643, 0.3642184550654048, 0.48903851493354716, 0.20998352531440112, 0.38900330099311414]"
1545518007,6,1,295.15163893088607,34.59769061721485,0.24393283012761147,0.01480492964535314,15.409572245563998,0.21139673022232316,0.3924545220254435,237.45491679125627,0.9008012377954246,"[43.702460010581724, 296.61979758390066, 1.7957770378753493, 287.41575574172424, 87.7804495965226, 368.4591418952084, 0.2112352152861533, 0.23038460415254247, 0.20740239610233738, 0.05480314665626049, 0.08345969653519344, 0.10173451313672452, 0.5390659308537133, 0.7265190860373075, 0.8404768443494043, 0.719212788103485, 0.05175401462890661, 0.9377450299031206, 0.5539253303406275, 0.7590145562029907, 0.5848188555143956]"
1545518077,7,1,288.5461860229686,34.51537384278903,0.23880474464260182,0.015527758281814852,15.271616680008014,0.20631071345153668,0.37755315244182686,233.222276021099,0.9004684141360881,"[58.714159533153875, 446.4463985306978, 1.7507670336278758, 467.2944808895403, 106.89376417678037, 171.75112708973649, 0.14016690708650406, 0.024806953486943034, 0.06568512248167241, 0.2083474920185106, 0.12280788016358186, 0.19119383501036696, 0.6969261710829753, 0.7991743033159528, 0.24648252497833212, 0.5656270146998372, 0.3792888786528219, 0.46255094734289093, 0.13750914348293097, 0.09544048641946717, 0.47517368881291666]"
1545518122,8,1,288.822371852517,34.888438386763696,0.23936599760719124,0.016020632639439078,15.256396484437449,0.20609695457437674,0.3715553135737985,232.75763369035533,0.9010641715330576,"[51.78684157936756, 284.97356761500976, 2.73823099574519, 416.63748148792183, 252.19628276034592, 404.4403792416533, 0.14180632263344012, 0.1996834653641475, 0.11859952224586354, 0.18304684220569067, 0.019337050372623593, 0.03462102110280035, 0.4828426864939998, 0.6246509402911082, 0.8957657222274034, 0.26060082293029857, 0.1295318790382911, 0.34820209760790793, 0.0473558896468238, 0.4461977323071752, 0.8656652404690974]"
1545518212,9,1,294.085589787402,34.56057399174901,0.2429832267834326,0.014829722860992878,15.350568649369114,0.21059551956410766,0.40093755488276955,235.63995785899388,0.9010878205124928,"[15.520103437788514, 325.95842137286735, 2.5421002731032067, 326.44557616965784, 147.40544860042803, 313.28983890237754, 0.20510047680094898, 0.14402266234619865, 0.04681524166591951, 0.11167046314822549, 0.11982690460888851, 0.22377826385769145, 0.4428829779946158, 0.5050369541076765, 0.2719031792628048, 0.14005565554112304, 0.623601434696786, 0.34072755080418865, 0.5638272736995222, 0.9871458740066078, 0.2883843044354614]"
1545518313,10,1,296.2782435324853,35.02238598890858,0.24257444825346078,0.014711764908588193,15.337742930133054,0.20781858144597048,0.3921341408159342,235.24635819084648,0.9034439680099497,"[11.638667017254349, 236.4388557270803, 2.8188682815313744, 357.70399921656644, 81.14328462970091, 227.18557619348104, 0.0767476375306482, 0.1098352743675282, 0.04983302958472384, 0.11549883983982598, 0.0875154647575283, 0.2418933351434716, 0.6867456906090885, 0.3865415837298505, 0.4803802667729579, 0.4832373722261201, 0.9022833880559463, 0.0262659962935492, 0.8164072748341258, 0.17565938522205626, 0.5122964195612899]"
