datetime,sensor.flower1_moisture,sensor.flower1_conductivity,sensor.flower1_temperature,sensor.flower1_light_intensity,sensor.dark_sky_precip_intensity,sensor.dark_sky_precip_probability,sensor.yr_symbol,sensor.dark_sky_humidity,sensor.dark_sky_temperature,sensor.dark_sky_apparent_temperature,sensor.dark_sky_cloud_coverage,sensor.dark_sky_visibility,sensor.flower1_battery,sensor.humidity,sensor.temperature,sensor.brightness,sensor.pressure,sun.sun_above_horizon,sun.sun_below_horizon,sensor.dark_sky_precip_intensity-1,sensor.dark_sky_precip_probability-1,sensor.yr_symbol-1,sensor.dark_sky_humidity-1,sensor.dark_sky_temperature-1,sensor.dark_sky_apparent_temperature-1,sensor.dark_sky_cloud_coverage-1,sensor.dark_sky_visibility-1,sensor.flower1_conductivity-1,sensor.flower1_temperature-1,sensor.flower1_moisture-1,sensor.flower1_battery-1,sensor.humidity-1,sensor.temperature-1,sensor.brightness-1,sensor.pressure-1,sun.sun_above_horizon-1,sun.sun_below_horizon-1,sensor.flower1_light_intensity-1,sin_cyclical_month,cos_cyclical_month,sin_cyclical_day_of_week,cos_cyclical_day_of_week,sin_cyclical_day_of_year,cos_cyclical_day_of_year,sin_cyclical_week_of_year,cos_cyclical_week_of_year,sin_cyclical_day,cos_cyclical_day,sin_cyclical_hour,cos_cyclical_hour,sin_cyclical_week_day,cos_cyclical_week_day,sin_cyclical_week,cos_cyclical_week
2018-06-23 10:00:00,0.14473684210526316,0.4361008784358175,0.2081927710843373,0.624091750565658,0.0,0.0,0.044444444444444446,0.3868092691622103,0.3201581027667983,0.3201581027667983,0.696969696969697,0.8272339800117576,0.0,0.6412746451787821,0.35302390998593525,0.09438302003212741,1.0,1.0,0.0,0.0,0.0,0.044444444444444446,0.3868092691622103,0.3201581027667983,0.3201581027667983,0.696969696969697,0.8272339800117576,0.4361008784358175,0.2081927710843373,0.14473684210526316,0.0,0.6412746451787821,0.35302390998593525,0.09438302003212741,1.0,1.0,0.0,0.624091750565658,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.6996660124830235,0.03690920944972452,0.0,0.7499999999999997,0.0,1.0
2018-06-23 11:00:00,0.15789473684210525,0.41399829980164354,0.2771084337349397,0.45184262754407134,0.0,0.0,0.044444444444444446,0.3645276292335115,0.3369565217391303,0.3369565217391303,0.6696969696969697,0.7960758377425045,0.0,0.6216494394429927,0.38017959536946855,0.14863407042025767,0.9897365675201867,1.0,0.0,0.0,0.0,0.044444444444444446,0.3868092691622103,0.3201581027667983,0.3201581027667983,0.696969696969697,0.8272339800117576,0.4361008784358175,0.2081927710843373,0.14473684210526316,0.0,0.6412746451787821,0.35302390998593525,0.09438302003212741,1.0,1.0,0.0,0.624091750565658,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.568242413364671,0.0,0.0,0.7499999999999997,0.0,1.0
2018-06-23 12:00:00,0.15789473684210525,0.3952961178804194,0.37542168674698784,0.43046714736016994,0.0,0.0,0.044444444444444446,0.3422459893048128,0.36264822134387364,0.36264822134387364,0.5673400673400674,0.7542621987066432,0.0,0.5944086766559844,0.42714221266884267,0.12210869145459521,0.961220782939158,1.0,0.0,0.0,0.0,0.044444444444444446,0.3645276292335115,0.3369565217391303,0.3369565217391303,0.6696969696969697,0.7960758377425045,0.41399829980164354,0.2771084337349397,0.15789473684210525,0.0,0.6216494394429927,0.38017959536946855,0.14863407042025767,0.9897365675201867,1.0,0.0,0.45184262754407134,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.4317575866353291,0.0,0.0,0.7499999999999997,0.0,1.0
2018-06-23 13:00:00,0.15789473684210525,0.3561915556814962,0.5122891566265061,0.7431440023571401,0.0,0.0,0.044444444444444446,0.27540106951871657,0.3785996612083567,0.3785996612083567,0.5269360269360269,0.7587448559670783,0.0,0.6870647545908102,0.30196905766526017,0.10161553833597985,0.9387440839391036,1.0,0.0,0.0,0.0,0.044444444444444446,0.3422459893048128,0.36264822134387364,0.36264822134387364,0.5673400673400674,0.7542621987066432,0.3952961178804194,0.37542168674698784,0.15789473684210525,0.0,0.5944086766559844,0.42714221266884267,0.12210869145459521,0.961220782939158,1.0,0.0,0.43046714736016994,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.30033398751697676,0.03690920944972435,0.0,0.7499999999999997,0.0,1.0
2018-06-23 14:00:00,0.15789473684210525,0.3400396712949844,0.5624096385542169,0.39357568143029487,0.0,0.0,0.044444444444444446,0.2687165775401069,0.40513833992094855,0.40513833992094855,0.6860269360269361,0.7701352145796592,0.0,0.6848816562036529,0.2951029280143203,0.09818232481805968,0.9099342419524962,1.0,0.0,0.0,0.0,0.044444444444444446,0.27540106951871657,0.3785996612083567,0.3785996612083567,0.5269360269360269,0.7587448559670783,0.3561915556814962,0.5122891566265061,0.15789473684210525,0.0,0.6870647545908102,0.30196905766526017,0.10161553833597985,0.9387440839391036,1.0,0.0,0.7431440023571401,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.18371870313326166,0.10799024113268522,0.0,0.7499999999999997,0.0,1.0
2018-06-23 15:00:00,0.13157894736842105,0.4003967129498442,0.36289156626506025,0.15089588000822776,0.0,0.0,0.044444444444444446,0.25534759358288767,0.3893280632411067,0.3893280632411067,0.8484848484848485,0.7585110362888141,0.0,0.6679433740949307,0.27161413088442127,0.08013057939847759,0.8932023794096667,1.0,0.0,0.0,0.0,0.044444444444444446,0.2687165775401069,0.40513833992094855,0.40513833992094855,0.6860269360269361,0.7701352145796592,0.3400396712949844,0.5624096385542169,0.15789473684210525,0.0,0.6848816562036529,0.2951029280143203,0.09818232481805968,0.9099342419524962,1.0,0.0,0.39357568143029487,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.09056055564749592,0.20797134010303994,0.0,0.7499999999999997,0.0,1.0
2018-06-23 16:00:00,0.10526315789473684,0.41116463587418534,0.28578313253012055,0.13240567270220538,0.0,0.0,0.06666666666666667,0.2575757575757575,0.39064558629776025,0.39064558629776025,0.9033189033189033,0.7633744855967078,0.0,0.6612909124154324,0.2538677918424754,0.08564528396150393,0.8701690435391054,1.0,0.0,0.0,0.0,0.044444444444444446,0.25534759358288767,0.3893280632411067,0.3893280632411067,0.8484848484848485,0.7585110362888141,0.4003967129498442,0.36289156626506025,0.13157894736842105,0.0,0.6679433740949307,0.27161413088442127,0.08013057939847759,0.8932023794096667,1.0,0.0,0.15089588000822776,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.027768658688531483,0.32943736563325077,0.0,0.7499999999999997,0.0,1.0
2018-06-23 17:00:00,0.10526315789473684,0.40804760555398134,0.249156626506024,0.09513061558047355,0.0,0.0,0.06666666666666667,0.3155080213903743,0.3695652173913043,0.3695652173913043,0.973063973063973,0.8688124632569078,0.0,0.6521393307734507,0.23890806802199216,0.0748156818691105,0.8560401576802537,1.0,0.0,0.0,0.0,0.06666666666666667,0.2575757575757575,0.39064558629776025,0.39064558629776025,0.9033189033189033,0.7633744855967078,0.41116463587418534,0.28578313253012055,0.10526315789473684,0.0,0.6612909124154324,0.2538677918424754,0.08564528396150393,0.8701690435391054,1.0,0.0,0.13240567270220538,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.0,0.46337973827983436,0.0,0.7499999999999997,0.0,1.0
2018-06-23 18:00:00,0.10526315789473684,0.4105979030886937,0.21156626506024095,0.04603650231544538,0.0,0.0,0.06666666666666667,0.33422459893048123,0.31494789795185046,0.31494789795185046,0.9595959595959596,0.6462375073486185,0.0,0.6680063587413215,0.21320802966372596,0.044822029525695264,0.846065986159885,1.0,0.0,0.0,0.0,0.06666666666666667,0.3155080213903743,0.3695652173913043,0.3695652173913043,0.973063973063973,0.8688124632569078,0.40804760555398134,0.249156626506024,0.10526315789473684,0.0,0.6521393307734507,0.23890806802199216,0.0748156818691105,0.8560401576802537,1.0,0.0,0.09513061558047355,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.00931405396366915,0.5998645650091763,0.0,0.7499999999999997,0.0,1.0
2018-06-23 19:00:00,0.4473684210526316,1.0,0.14602409638554217,0.015738357451397886,0.0,0.0,0.06666666666666667,0.37280366692131395,0.2625164690382081,0.2625164690382081,0.9595959595959596,0.7670487948265724,0.0,0.691978608109698,0.18448195030473508,0.008834269546837714,0.8419447602810943,1.0,0.0,0.0,0.0,0.06666666666666667,0.33422459893048123,0.31494789795185046,0.31494789795185046,0.9595959595959596,0.6462375073486185,0.4105979030886937,0.21156626506024095,0.10526315789473684,0.0,0.6680063587413215,0.21320802966372596,0.044822029525695264,0.846065986159885,1.0,0.0,0.04603650231544538,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.055020039806015344,0.7287693905992974,0.0,0.7499999999999997,0.0,1.0
2018-06-23 20:00:00,0.39473684210526316,0.6962312269764807,0.11903614457831337,0.0008172160174339417,0.0,0.0,0.022222222222222223,0.48930481283422456,0.22727272727272724,0.22727272727272724,0.9318181818181818,0.7872908984020097,0.0,0.7008517447596264,0.14267854352242537,0.001977977210157778,0.8517663665702433,0.016129032258064516,0.9838709677419355,0.0,0.0,0.06666666666666667,0.37280366692131395,0.2625164690382081,0.2625164690382081,0.9595959595959596,0.7670487948265724,1.0,0.14602409638554217,0.4473684210526316,0.0,0.691978608109698,0.18448195030473508,0.008834269546837714,0.8419447602810943,1.0,0.0,0.015738357451397886,0.0,1.0,0.0,0.7499999999999997,0.0,1.0,0.0,1.0,5.581692217113223e-17,0.4477357683661729,0.13372815364808402,0.8405339338365165,0.0,0.7499999999999997,0.0,1.0
