datetime,sensor.flower1_moisture,sensor.flower1_conductivity,sensor.flower1_temperature,sensor.flower1_light_intensity,sensor.flower1_battery,sensor.dark_sky_precip_intensity,sensor.dark_sky_precip_probability,sensor.yr_symbol,sensor.dark_sky_humidity,sensor.dark_sky_temperature,sensor.dark_sky_apparent_temperature,sensor.dark_sky_cloud_coverage,sensor.dark_sky_visibility,sensor.humidity,sensor.temperature,sensor.brightness,sensor.pressure,sun.sun_above_horizon,sun.sun_below_horizon,sensor.dark_sky_precip_intensity-1,sensor.dark_sky_precip_probability-1,sensor.yr_symbol-1,sensor.dark_sky_humidity-1,sensor.dark_sky_temperature-1,sensor.dark_sky_apparent_temperature-1,sensor.dark_sky_cloud_coverage-1,sensor.dark_sky_visibility-1,sensor.flower1_conductivity-1,sensor.flower1_temperature-1,sensor.flower1_moisture-1,sensor.flower1_battery-1,sensor.humidity-1,sensor.temperature-1,sensor.brightness-1,sensor.pressure-1,sun.sun_above_horizon-1,sun.sun_below_horizon-1,sensor.flower1_light_intensity-1,sin_cyclical_month,cos_cyclical_month,sin_cyclical_day_of_week,cos_cyclical_day_of_week,sin_cyclical_day_of_year,cos_cyclical_day_of_year,sin_cyclical_week_of_year,cos_cyclical_week_of_year,sin_cyclical_day,cos_cyclical_day,sin_cyclical_hour,cos_cyclical_hour,sin_cyclical_week_day,cos_cyclical_week_day,sin_cyclical_week,cos_cyclical_week
2018-06-23,22.75,344.8,21.469230769230766,12499.358974358975,99.0,0.0,0.0,3.0,54.38,17.504716981132077,17.504716981132077,76.79518072289157,13.283013698630137,38.769026548672585,26.013213213213223,532.0484356093307,1024.0675960866565,0.6986301369863014,0.3013698630136986,0.0,0.0,3.0,54.38,17.504716981132077,17.504716981132077,76.79518072289157,13.283013698630137,344.8,21.469230769230766,22.75,99.0,38.769026548672585,26.013213213213223,532.0484356093307,1024.0675960866565,0.6986301369863014,0.3013698630136986,12499.358974358975,0.0,1.0,-0.866025403784439,0.49999999999999933,0.0,1.0,0.0,1.0,-0.9945218953682733,-0.10452846326765423,0.0,0.0,-0.866025403784439,0.49999999999999933,0.0,1.0
2018-06-24,23.11764705882353,301.80645161290323,18.367187499999996,5910.285714285715,100.0,0.0,0.0,3.25,69.45945945945945,15.83467336683418,15.83467336683418,72.6236559139785,13.196529850746272,42.01504897595724,24.26911262798636,496.63883710198456,1022.2518452611251,0.6886726893676164,0.3113273106323836,0.0,0.0,3.0,54.38,17.504716981132077,17.504716981132077,76.79518072289157,13.283013698630137,344.8,21.469230769230766,22.75,99.0,38.769026548672585,26.013213213213223,532.0484356093307,1024.0675960866565,0.6986301369863014,0.3013698630136986,12499.358974358975,0.0,1.0,-2.4492935982947064e-16,1.0,0.029915466169398455,0.9995524322835033,0.0,1.0,-0.9945218953682734,0.10452846326765299,0.0,0.0,-2.4492935982947064e-16,1.0,0.0,1.0
2018-06-25,18.416666666666668,226.66101694915255,21.5060606060606,9100.536231884058,100.0,0.0,0.0,2.6,66.07246376811594,18.124886877828057,18.124886877828057,58.064,13.195092936802983,42.280092951200636,27.48211829436038,557.0062195121996,1023.3721205007856,0.6900625434329395,0.30993745656706045,0.0,0.0,3.25,69.45945945945945,15.83467336683418,15.83467336683418,72.6236559139785,13.196529850746272,301.80645161290323,18.367187499999996,23.11764705882353,100.0,42.01504897595724,24.26911262798636,496.63883710198456,1022.2518452611251,0.6886726893676164,0.3113273106323836,5910.285714285715,0.0,1.0,0.0,1.0,0.05980415394503417,0.9982101297677352,0.20791169081775931,0.9781476007338057,-0.9510565162951536,0.30901699437494723,0.0,0.0,0.0,1.0,0.20791169081775931,0.9781476007338057
2018-06-26,17.0,159.6984126984127,21.40714285714286,8647.42857142857,100.0,0.0,0.0,2.2,66.81333333333333,17.322175732217573,17.322175732217573,44.81974248927039,13.000215053763437,39.38496959165942,27.773996509598607,633.9585344057278,1023.7362732919205,0.6877607788595271,0.31223922114047287,0.0,0.0,2.6,66.07246376811594,18.124886877828057,18.124886877828057,58.064,13.195092936802983,226.66101694915255,21.5060606060606,18.416666666666668,100.0,42.280092951200636,27.48211829436038,557.0062195121996,1023.3721205007856,0.6900625434329395,0.30993745656706045,9100.536231884058,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0896393089034335,0.9959742939952391,0.20791169081775931,0.9781476007338057,-0.866025403784439,0.49999999999999933,0.0,0.0,0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057
2018-06-27,16.615384615384617,120.83333333333333,23.477777777777764,7885.623188405797,100.0,0.0,0.0,2.125,65.57692307692308,20.006194690265488,19.976000000000003,31.33093525179856,13.12279569892473,39.085393258427,29.385770750988176,579.2834731385569,1022.2749085247201,0.6877607788595271,0.31223922114047287,0.0,0.0,2.2,66.81333333333333,17.322175732217573,17.322175732217573,44.81974248927039,13.000215053763437,159.6984126984127,21.40714285714286,17.0,100.0,39.38496959165942,27.773996509598607,633.9585344057278,1023.7362732919205,0.6877607788595271,0.31223922114047287,8647.42857142857,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.11939422454024434,0.9928469263418374,0.20791169081775931,0.9781476007338057,-0.7431448254773946,0.6691306063588578,0.0,0.0,0.8660254037844387,-0.4999999999999998,0.20791169081775931,0.9781476007338057
2018-06-28,14.833333333333334,93.07407407407408,25.120000000000005,8270.633802816901,100.0,0.0,0.0,2.2,58.31730769230769,22.24484304932735,22.24484304932735,30.066666666666666,13.209256505576205,37.498305084745766,29.96855345911948,601.3299045801599,1020.314332822084,0.6877168632893824,0.31228313671061764,0.0,0.0,2.125,65.57692307692308,20.006194690265488,19.976000000000003,31.33093525179856,13.12279569892473,120.83333333333333,23.477777777777764,16.615384615384617,100.0,39.085393258427,29.385770750988176,579.2834731385569,1022.2749085247201,0.6877607788595271,0.31223922114047287,7885.623188405797,0.0,1.0,1.2246467991473532e-16,-1.0,0.14904226617617444,0.9888308262251285,0.20791169081775931,0.9781476007338057,-0.5877852522924734,0.8090169943749473,0.0,0.0,1.2246467991473532e-16,-1.0,0.20791169081775931,0.9781476007338057
2018-06-29,15.1,75.96296296296296,25.232352941176458,7246.802816901409,100.0,0.0,0.0,1.0,56.169642857142854,21.65466101694915,21.65466101694915,13.428571428571429,13.183906810035841,35.90024793388433,30.722797927461176,625.872956273772,1017.0696928460311,0.6888426888426888,0.31115731115731116,0.0,0.0,2.2,58.31730769230769,22.24484304932735,22.24484304932735,30.066666666666666,13.209256505576205,93.07407407407408,25.120000000000005,14.833333333333334,100.0,37.498305084745766,29.96855345911948,601.3299045801599,1020.314332822084,0.6877168632893824,0.31228313671061764,8270.633802816901,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0.17855689479863665,0.9839295885986297,0.20791169081775931,0.9781476007338057,-0.40673664307580093,0.9135454576426005,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.20791169081775931,0.9781476007338057
2018-06-30,14.818181818181818,64.12765957446808,24.96956521739131,7494.871428571429,100.0,0.0,0.0,1.5,61.68141592920354,22.504310344827587,22.49004329004329,19.86111111111111,13.054946236559148,36.83268921095003,30.53152985074626,580.983679291693,1013.1270839813388,0.6867219917012448,0.3132780082987552,0.0,0.0,1.0,56.169642857142854,21.65466101694915,21.65466101694915,13.428571428571429,13.183906810035841,75.96296296296296,25.232352941176458,15.1,100.0,35.90024793388433,30.722797927461176,625.872956273772,1017.0696928460311,0.6888426888426888,0.31115731115731116,7246.802816901409,0.0,1.0,-0.866025403784439,0.49999999999999933,0.20791169081775934,0.9781476007338057,0.20791169081775931,0.9781476007338057,-0.20791169081775987,0.9781476007338056,0.0,0.0,-0.866025403784439,0.49999999999999933,0.20791169081775931,0.9781476007338057
2018-07-01,14.933333333333334,62.825,24.885294117647057,8669.30303030303,100.0,0.0,0.0,1.5,34.83098591549296,22.911224489795917,22.911224489795917,26.185185185185187,13.21025179856115,27.830776605944337,31.286705202312163,647.1915924491851,1012.9541471048498,0.6867219917012448,0.3132780082987552,0.0,0.0,1.5,61.68141592920354,22.504310344827587,22.49004329004329,19.86111111111111,13.054946236559148,64.12765957446808,24.96956521739131,14.818181818181818,100.0,36.83268921095003,30.53152985074626,580.983679291693,1013.1270839813388,0.6867219917012448,0.3132780082987552,7494.871428571429,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0.2370803777154975,0.9714900382928674,0.20791169081775931,0.9781476007338057,0.0,1.0,0.0,0.0,-2.4492935982947064e-16,1.0,0.20791169081775931,0.9781476007338057
2018-07-02,16.88235294117647,101.66666666666667,24.524242424242434,9012.791044776119,100.0,0.0,0.0,1.5,36.57575757575758,21.604255319148937,21.604255319148937,5.964912280701754,13.19397849462365,25.762937062937077,30.8300766283525,709.7510441962204,1013.7524238875873,0.6853388658367912,0.31466113416320884,0.0,0.0,1.5,34.83098591549296,22.911224489795917,22.911224489795917,26.185185185185187,13.21025179856115,62.825,24.885294117647057,14.933333333333334,100.0,27.830776605944337,31.286705202312163,647.1915924491851,1012.9541471048498,0.6867219917012448,0.3132780082987552,8669.30303030303,0.7818314824680298,0.6234898018587336,0.0,1.0,0.2660368455666751,0.9639628606958532,0.40673664307580015,0.9135454576426009,0.20791169081775931,0.9781476007338057,0.0,0.0,0.0,1.0,0.40673664307580015,0.9135454576426009
