,MT00007,MT00008,MT00004,MT00003,MT00005,evaporation_from_the_top_of_canopy,forecast_albedo,lake_mix_layer_depth,lake_mix_layer_temperature,potential_evaporation,skin_reservoir_content,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_4,sub_surface_runoff,surface_net_solar_radiation,surface_net_thermal_radiation,surface_runoff,surface_sensible_heat_flux,surface_solar_radiation_downwards,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_4,MT00007-1,MT00008-1,MT00004-1,MT00003-1,MT00005-1
2231,0.17841525902051752,-0.40315820009639375,-0.03868696495606796,-0.1252619059898748,0.6250961134898645,0.4362653720158983,-0.6954054427041059,0.9419846065200216,-1.3002354254463835,1.1807026574270727,-0.27671464104275406,-1.0693438991057616,-1.1195655712307682,-1.2852963985321466,-1.070238784442987,0.6033743226112186,-0.8900992283014582,0.8100082651287867,-0.1366699708126063,0.8778504690893753,-0.8938617817949416,-0.30367754185226004,1.1913106530033397,1.3317049925403588,0.6711646278508299,0.13994737356426087,-0.7844280387778813,-0.677499855778323,-0.7629251185412188,0.022380444935177712
2232,0.2735427733826553,-0.11933045377942159,0.3578890281540665,0.2706106623790801,0.9992517062080081,0.4542822551309594,-0.6701501551401813,1.149271564368422,-1.2858155080355094,1.1783909800481356,-0.27671464104275517,-0.9561284594042145,-0.9796999231898545,-1.1407979317227535,-1.0852721137143624,0.6109858590488599,-0.5496614930162982,-0.6086351337359397,-0.1366699708126063,1.2186861131738682,-0.5577701268559359,-0.30367754185226004,1.1186946162807534,1.2758635207681885,0.6792649405352287,0.17804515014830882,-0.4034688581176974,-0.03900486134369141,-0.12555279403381547,0.6246869172176948
2233,-0.03149134031239308,-0.0978010599585317,-0.1469028310197464,-0.2332858246868446,0.5229982250346791,-0.4081082755877955,-0.6421771905622111,1.7404264293502745,-1.2984796804903418,-1.2669658825690278,0.03855894666488426,-1.3267233260786142,-1.284366071954651,-1.249018836935883,-1.0992564139651528,0.6191610762239219,-0.690292438341835,0.06587374750654462,-0.031715071019070395,0.9522283467488399,-0.6963750390313356,0.08576123348307443,1.0774961832983085,1.2157390229733274,0.6873652532196276,0.2732026103833496,-0.11961523689450021,0.3576396427316007,0.2703942874141936,0.9988504644376349
2234,0.14163377951852016,-0.29431038762251116,0.06936726361854792,-0.01739933807825661,0.7270415026219027,0.4324499444240367,-0.6148942611636032,2.331581294332127,-1.331597486028246,-1.8857048360588036,-0.2767146410427547,-1.4494323458550213,-1.42897969362054,-1.443076285575999,-1.112972261907526,0.6270542851682315,-0.6914256674541731,-0.602352564157513,-0.1331280181305591,1.1448013203511525,-0.6953948309375396,-0.291634048741597,0.9925466641623265,1.162856487160051,0.6954655659040202,-0.031927527189343684,-0.0980838803654064,-0.14723942237014673,-0.2335970455232967,0.5225868581739816
2235,0.3023244984776003,-0.16985162163894033,0.26203838054277323,0.17493002938833682,0.9088199693089425,0.21424180535487394,-0.5869212965856355,2.285993082494546,-1.362983416254526,-0.9921805805286595,-0.27671464104275406,-1.2747431604558321,-1.3339243272985823,-1.5304277693356008,-1.1276008476985182,0.6349478298366252,-0.6153788130432046,-0.23853708066804685,-0.12063300355811803,0.8567966821780084,-0.6197810515212004,-0.2443730629459988,0.9140656028918701,1.0987191858044993,0.7018605496022361,0.1412520919404267,-0.29461112262896827,0.06906803426982151,-0.017669923699923117,0.7266344736961439
2236,0.4729279565932469,-0.37776895410747524,-0.47874326934923944,-0.5645376626509595,-0.7294737066917282,0.45752179494849593,-0.5596277512611867,2.013246441715198,-1.3639700282237919,0.7188933274604961,-0.27033512459531606,-0.9585198228855017,-1.059357364344829,-1.399598827985543,-1.1426465670764359,0.6422773580435143,-0.4463509717771841,-0.7103979684508087,-0.13654213576043364,0.9963373790046116,-0.4543359614158405,-0.3032660624028167,0.8494635079275122,1.0364464194367449,0.7082555333004457,0.3019933958840814,-0.17014101047173932,0.2617724363257941,0.17469564494479572,0.9084168049709861
2237,0.3223238844952343,-0.5453722828963952,0.029362145742675063,-0.057333497070645376,0.4619224898073548,-2.536244092011707,-0.5426953495527134,2.5913167072694185,-1.373215537161488,-0.5631311181609019,-0.10858099633682382,-1.437340920775212,-1.4240153441907955,-1.4471205596483037,-1.1581548504319346,0.6490428697888984,-0.8836729313899729,0.7532390736346883,0.13511594870207894,0.8890958429378204,-0.8862339162049571,0.6943363127931734,1.3325097080880617,1.0538082126202037,0.7167821782313918,0.4726505594865978,-0.3780772975405555,-0.47913718819576484,-0.5649112333352193,-0.7299117009513602
2238,0.7990049025329383,-0.5079746107613033,-0.044748346550375,-0.13131253623802563,0.07457575901156761,0.3904423347761091,-0.5257523319183843,1.1708687007615932,-1.3729874494481653,1.2696233747173327,-0.27671464104275406,-0.8573415912842111,-0.9927922985886566,-1.3985687169213865,-1.1734607620472415,0.6563723979957873,-0.43599838838334765,-0.16947976871892625,-0.13643612992540036,0.7835590880187698,-0.4432684021906087,-0.3025774904201861,1.1599234379914252,1.0705890275103656,0.7231771619296015,0.32199907765196006,-0.5456959057391586,0.029056005261443047,-0.05761159929584474,0.4615098244840525
2239,0.7153552966678761,-1.1499965739061697,-1.292584771411408,-1.3769356173025558,-1.8175520244204166,0.45539637525393256,-0.5067816724493893,1.824730381176531,-1.369629786133439,1.0549669159338753,-0.27671464104275484,-1.0072718970820154,-1.0888861048524061,-1.3833576520174506,-1.1889442651896553,0.662574564727835,-0.5150789251696203,0.06845577182508226,-0.13646418879803168,0.7641208442627281,-0.5210990007160865,-0.3028502666360638,1.0281188411758302,1.0479849185641172,0.7282931488881692,0.7988301535281045,-0.5082948242782623,-0.045067290079304094,-0.1316045631613079,0.07415485874449874
2240,0.8080481031669988,-1.7655142235424501,-0.2674030977611006,-0.3535723546654667,-1.8755777853847029,0.09729866713041443,-0.4922272381281737,1.6276298451255298,-1.3627235023486466,1.4954984156170963,-0.2605586793256599,-1.0522113335669632,-1.140729419831486,-1.4058000482297435,-1.2041138856329965,0.6690580682424667,-0.936395935307094,1.6181463827835307,-0.10904544590203027,0.6440557247176691,-0.9361007589072403,-0.18435685407754288,0.9712702131563243,1.0125317315497997,0.7346881325863726,0.7151542150033233,-1.1503753167892896,-1.293119286430572,-1.3774621015197432,-1.8180131510910067
