,MT00007,MT00008,MT00004,MT00003,MT00005,evaporation_from_the_top_of_canopy,forecast_albedo,lake_mix_layer_depth,lake_mix_layer_temperature,potential_evaporation,skin_reservoir_content,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_4,sub_surface_runoff,surface_net_solar_radiation,surface_net_thermal_radiation,surface_runoff,surface_sensible_heat_flux,surface_solar_radiation_downwards,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_4,MT00007-1,MT00008-1,MT00004-1,MT00003-1,MT00005-1
2013-01-18,91.96249999999999,82.9125,78.2875,81.65,70.0625,-0.0003560933982953,0.1190639734268188,35.12937927246094,285.5041198730469,-0.0043819420970976,2.179853527195519e-05,286.5426330566406,286.9218559265137,286.6789093017578,293.97599029541016,2.921508342978996e-05,5635759.6875,-3268794.1015625,1.988188159884885e-05,251836.75,6396547.91015625,0.0023754671155984,0.3344194293022156,0.2582921385765075,0.2781657576560974,89.35,83.77499999999999,83.58749999999999,81.22500000000001,67.6
2013-01-19,93.77499999999999,82.02499999999999,75.32499999999999,73.075,61.7,-5.620220690616407e-06,0.1192191243171691,30.850082397460938,285.4643249511719,-0.0018795920768752,-4.510281453710702e-20,292.49000549316406,291.5418701171875,287.5309829711914,293.89561462402344,2.91509313115057e-05,6102507.59375,-1877332.0,2.2381757958100934e-07,65481.25,6931768.46875,2.59069247476873e-05,0.2979004979133606,0.2640666365623474,0.2781161665916443,91.96249999999999,82.9125,78.2875,81.65,70.0625
2013-01-20,92.1875,81.14999999999999,74.43749999999999,76.62500000000001,67.175,-1.114401015911426e-07,0.1193742752075195,28.750473022460938,285.60255432128906,-0.001650690101087,-3.469447520651535e-20,291.59764099121094,291.5999069213867,288.8368225097656,293.81637954711914,2.908067102680434e-05,6104149.25,-3282686.34375,3.0547866458618955e-09,1084262.625,6928313.953125,4.351138045421976e-07,0.2796640396118164,0.265295922756195,0.278078019618988,93.77499999999999,82.02499999999999,75.32499999999999,73.075,61.7
2013-01-21,94.27499999999999,83.85,75.44999999999999,75.4875,66.45,-0.0001848704414442,0.1195293664932251,31.700668334960938,285.5897674560547,-0.0031926778610795,3.886088393301179e-07,289.0957431793213,289.4021472930908,288.31739044189453,293.74010848999023,2.901346664430093e-05,5745224.0,-2734114.9384765625,1.0601057965686778e-05,294020.509765625,6526445.078125,0.0012892945633211,0.2768680453300476,0.2653712630271911,0.2780246138572693,92.1875,81.14999999999999,74.43749999999999,76.62500000000001,67.175
2013-01-22,98.5375,85.0,76.625,76.0,64.5375,-4.742648161482066e-05,0.1196845173835754,33.23631286621094,285.5450439453125,-0.0030835047364234,3.3735699389580986e-07,289.74621200561523,289.80665588378906,287.93365478515625,293.6651306152344,2.8952370428214635e-05,6349696.9375,-2957633.90625,2.278405986544385e-06,316803.75,7212497.630859375,0.000278548694041,0.2624245882034302,0.26502126455307,0.2779750227928161,94.27499999999999,83.85,75.44999999999999,75.4875,66.45
2013-01-23,97.1625,80.58749999999999,84.30000000000001,80.2625,67.3125,-5.927594611421228e-05,0.1198396682739257,32.53807067871094,285.5182800292969,-0.0021567847579717,-2.2334571241406002e-20,290.5566635131836,290.0160102844238,287.3487854003906,293.5922431945801,2.888516604571123e-05,5697980.71875,-2956480.765625,2.7281978418614017e-06,389735.5703125,6477482.84375,0.0003491899879008,0.2533050179481506,0.2639607787132263,0.2779216170310974,98.5375,85.0,76.625,76.0,64.5375
2013-01-24,102.26249999999999,84.92499999999998,84.175,83.45,70.525,-0.0001708229538053,0.1199948191642761,35.65330505371094,285.3738708496094,-0.0048582388553768,3.445892070885748e-05,287.5012969970703,287.6342029571533,286.9164276123047,293.5179100036621,2.882406982962493e-05,5261251.4375,-3086083.841796875,8.51279446578701e-06,708334.59375,5975903.59375,0.0010889135010074,0.2603368759155273,0.2629851698875427,0.277885377407074,97.1625,80.58749999999999,84.30000000000001,80.2625,67.3125
2013-01-25,96.21249999999999,83.77499999999999,84.60000000000001,93.46249999999999,74.22500000000001,-0.0005297237657941,0.1201499700546264,39.74851989746094,285.2270812988281,-0.0033513667294755,3.396159445401281e-05,285.9599304199219,286.3710803985596,286.4715270996094,293.44374084472656,2.8756865447121527e-05,4727705.625,-2708055.0703125,4.725897997559514e-05,563944.75,5372311.673828125,0.0053882071515545,0.3291547894477844,0.2653679251670837,0.277833878993988,102.26249999999999,84.92499999999998,84.175,83.45,70.525
2013-01-26,105.58749999999999,82.5375,69.66250000000001,92.0,69.66250000000001,-0.000202183262445,0.1203070282936096,39.74851989746094,285.10467529296875,-0.0035047653364017,1.376828890897741e-07,287.9302444458008,287.6648979187012,286.168701171875,293.3674545288086,2.868966106461812e-05,6503787.3125,-3238226.3671875,5.790616341982968e-06,251339.84375,7390100.375,0.0007017067691776,0.3318127989768982,0.2801379561424255,0.2777823805809021,96.21249999999999,83.77499999999999,84.60000000000001,93.46249999999999,74.22500000000001
2013-01-27,122.79999999999998,88.1875,72.3,78.3125,72.3,-4.4895114115206525e-06,0.1204469203948974,39.74851989746094,285.0002746582031,-0.0031661469256505,-2.255140888416721e-20,288.42897033691406,287.9101905822754,285.9354553222656,293.29005432128906,2.8631617112750973e-05,6710913.875,-3461229.54296875,9.358006636261963e-08,-186420.5625,7627352.7421875,9.731668569656904e-06,0.3024014830589294,0.283409059047699,0.2777442336082458,105.58749999999999,82.5375,69.66250000000001,92.0,69.66250000000001
2013-01-28,107.39999999999999,82.44999999999999,76.1125,119.3125,68.83749999999999,-1.0845020369742995e-05,0.1206039786338806,38.70750427246094,284.92626953125,-0.0022445553913712,4.8876245273253096e-08,288.68821716308594,288.0598621368408,286.0279235839844,293.2101593017578,2.8567468632445525e-05,4459406.34375,-2345111.26953125,5.668444487127999e-07,475730.6953125,5069819.9609375,6.578975944648846e-05,0.2857834100723266,0.283174455165863,0.2776908278465271,122.79999999999998,88.1875,72.3,78.3125,72.3
2013-01-29,93.9875,78.1875,77.875,71.95,61.95,-0.0002600925799924,0.1207572221755981,39.74851989746094,284.9517517089844,-0.0012766878353431,1.3050156667304693e-05,288.335262298584,288.05458068847656,286.50689697265625,293.1294174194336,2.850331651416127e-05,4122488.34375,-1505049.48828125,1.2426909961504862e-05,-77440.078125,4690809.3359375,0.0013149775622878,0.3148674368858337,0.2843250632286072,0.2776545882225036,107.39999999999999,82.44999999999999,76.1125,119.3125,68.83749999999999
2013-01-30,93.96249999999999,80.24999999999999,75.46249999999999,74.3375,62.975,-1.0887906682910398e-05,0.1209142804145813,39.74851989746094,284.9759826660156,-0.0019292596261948,-2.40692950017233e-20,289.875602722168,289.29198455810547,286.6211700439453,293.048583984375,2.8439168033855825e-05,6378364.6875,-2667851.388671875,2.948958268689239e-07,-373572.46875,7250172.921875,3.459444451436866e-05,0.2969221472740173,0.2854556441307068,0.2776030898094177,93.9875,78.1875,77.875,71.95,61.95
2013-01-31,94.21249999999999,82.53749999999998,90.79999999999998,77.76249999999999,66.5125,-3.18074796723522e-07,0.1210675239562988,39.74851989746094,285.0481872558594,-0.0020905282581225,-4.7271220045494733e-20,290.50156021118164,290.25750732421875,287.4906616210937,292.969970703125,2.8381124081988677e-05,7138432.5,-3269833.6875,7.450580596923828e-09,95397.375,8120112.046875,1.2904270079161506e-06,0.2807859778404236,0.2846221327781677,0.2775630354881286,93.96249999999999,80.24999999999999,75.46249999999999,74.3375,62.975
