1990-01-01,12.714,7.375358164310455,1158.9029989242556,-1.4021053314208984,274.07723999023443,1.0799998916011244e-11,0.0,12.714
1990-01-02,12.714,7.126941800117493,1107.7638473510742,-3.736785888671875,273.77084350585943,1.0799998916011244e-11,0.0,12.714
1990-01-03,12.714,8.952831268310547,1085.9505891799927,5.23781681060791,277.1593170166016,1.0799998916011244e-11,0.0,12.714
1990-01-04,12.714,11.028047561645508,817.4851303100586,7.084280967712402,276.33889770507807,1.0799998916011244e-11,0.0,12.714
1990-01-05,14.5,3.6219167709350586,649.5173950195312,2.067779541015625,275.51351928710943,1.0799998916011244e-11,0.0,12.714
1990-01-06,23.143,12.27767562866211,620.2048406600952,8.505241394042969,277.17068481445307,1.0799998916011244e-11,0.0,14.5
1990-01-07,21.884,12.161005020141602,543.945743560791,5.803544998168945,278.92950439453125,1.0799998916011244e-11,0.0,23.143
1990-01-08,20.625,11.930228233337402,579.3667421340942,5.7425537109375,277.59048461914057,1.0799998916011244e-11,0.0,21.884
1990-01-09,36.75,16.131665229797367,784.836259841919,-11.698735237121582,275.56442260742193,1.0799998916011244e-11,0.0,20.625
1990-01-10,54.57100000000001,23.01288670301437,1351.4295253753662,-15.550582885742188,270.9697265625,1.0799998916011244e-11,0.0,36.75
1990-01-11,61.0,25.22014808654785,965.7987413406372,-13.324798583984375,269.7893218994141,1.0799998916011244e-11,0.0,54.57100000000001
1990-01-12,41.0,24.05557745695114,1014.6475496292114,-13.74639892578125,270.8287353515625,1.0799998916011244e-11,0.0,61.0
1990-01-13,27.5,18.624603152275085,903.9246444702147,-5.315399169921875,271.67391967773443,1.0799998916011244e-11,0.0,41.0
1990-01-14,23.5,22.70905959606171,861.0336246490479,5.174361228942871,277.12782287597656,1.0799998916011244e-11,0.0,27.5
1990-01-15,38.25,15.23423957824707,626.5521087646483,0.5331153869628906,276.25811767578125,1.0799998916011244e-11,0.0,23.5
1990-01-16,64.875,15.2792387008667,720.9917039871216,1.2990226745605469,275.55038452148443,1.0799998916011244e-11,0.0,38.25
1990-01-17,44.0625,9.323578834533693,853.9303684234619,-5.015826225280762,273.02359008789057,1.0799998916011244e-11,0.0,64.875
1990-01-18,23.25,4.248597145080566,984.9028978347777,0.475982666015625,272.77012634277344,1.0799998916011244e-11,0.0,44.0625
1990-01-19,47.333,10.490612030029297,1331.973705291748,4.8433685302734375,276.464111328125,1.0799998916011244e-11,0.0,23.25
1990-01-20,55.333,12.448966026306152,649.5718612670897,0.6939716339111328,276.623046875,1.0799998916011244e-11,0.0,47.333
1990-01-21,63.333,4.54296875,500.8606958389282,0.026519775390625,276.83984375,1.0799998916011244e-11,0.0,55.333
1990-01-22,67.375,15.263699650764465,284.2309083938598,-8.04490852355957,276.3108062744141,1.0799998916011244e-11,0.0,63.333
1990-01-23,74.04166666666667,6.852145612239838,379.10858631134033,-0.022705078125,277.46847534179693,1.0799998916011244e-11,0.0,67.375
1990-01-24,80.70833333333333,14.919945240020752,768.0711975097656,-9.1624755859375,272.8658599853516,1.0799998916011244e-11,0.0,74.04166666666667
1990-01-25,87.375,17.105851173400882,847.5278511047362,-11.4462890625,272.0547332763672,1.0799998916011244e-11,0.0,80.70833333333333
1990-01-26,91.125,17.68842124938965,1561.2194747924805,-12.081257820129395,273.12652587890625,1.0799998916011244e-11,0.0,87.375
1990-01-27,77.5,16.598484992980953,985.4257249832152,-0.4813327789306641,273.935302734375,1.0799998916011244e-11,0.0,91.125
1990-01-28,81.286,14.41014289855957,1179.0959529876711,2.588598251342773,274.02186584472656,1.0799998916011244e-11,0.0,77.5
1990-01-29,62.875,10.905835151672363,1074.1633758544922,-7.99237060546875,274.56143188476557,3584.000000000011,0.0,81.286
1990-01-30,60.667,11.658008575439453,529.7356872558594,-6.116730690002441,274.4153594970703,11008.000000000013,0.0,62.875
1990-01-31,65.5,14.033012449741365,754.6910734176636,-4.953255653381348,275.8256683349609,12032.000000000013,0.0,60.667
1990-02-01,64.667,12.319039940834045,632.5697612762451,-4.000732421875,278.1771240234375,15616.000000000013,0.0,65.5
1990-02-02,69.625,10.846893072128296,387.10583972930914,4.427666664123535,279.0258178710937,12032.000000000013,0.0,64.667
1990-02-03,68.5,12.431378483772278,674.1364126205443,0.8754825592041016,279.2557373046875,17408.00000000001,0.0,69.625
1990-02-04,74.625,17.206384658813473,810.4784326553345,6.1874847412109375,278.45518493652344,17408.00000000001,0.0,68.5
1990-02-05,71.143,19.342911124229428,563.1651668548584,5.018488883972168,278.91189575195307,9216.000000000013,0.0,74.625
1990-02-06,67.714,18.801908373832703,801.1404190063478,12.282587051391602,278.7260131835937,11264.000000000013,0.0,71.143
1990-02-07,69.857,6.748711585998535,430.5607614517212,-0.8669357299804688,277.98486328125,26368.00000000001,0.0,67.714
1990-02-08,72.0,13.914323806762695,1047.6156930923462,1.1059417724609375,275.86753845214844,16384.00000000001,0.0,69.857
1990-02-09,60.0,13.779147148132324,1372.9864625930784,6.738800048828125,272.60289001464844,54272.00000000001,0.0,72.0
1990-02-10,69.429,10.300795555114746,1183.9645795822146,-7.369420051574707,274.82650756835943,46080.00000000001,0.0,60.0
1990-02-11,76.857,5.451269149780273,650.9321842193604,-0.40940380096435547,275.7852935791016,73984.00000000001,0.0,69.429
1990-02-12,78.5,17.855457305908203,957.0249271392822,-12.566986083984375,275.216552734375,67072.00000000001,0.0,76.857
1990-02-13,57.125,18.418410301208496,1025.1182966232302,-13.367767333984375,275.41571044921875,141056.0,0.0,78.5
